no,stage,x,y,z,tbxta,sox2,wnt8a,depdc7a
1,18ss,161.84,105.996,82.7408,11.886,28,8.3063,7.39842
1,18ss,146.733,99.0238,82.4112,14.7916,60,6.1929,5.92935
1,18ss,182.169,111.194,76.5712,1.7231,33,2.07397,2.91088
1,18ss,180.547,116.893,77.7175,1.63162,30,1.78346,2.7687
1,18ss,181.652,99.2027,81.5682,2.10604,38,2.09658,3.1278
1,18ss,176.03,104.989,81.9653,11.9887,43,5.28134,6.64314
1,18ss,181.972,107.749,81.8372,2.09999,26,1.96566,3.00343
1,18ss,174.037,96.9122,81.4589,19.6915,82,9.18152,8.20036
1,18ss,168.305,101.542,83.3224,18.3894,86,7.20703,9.54371
1,18ss,81.0212,129.178,78.3908,2.83044,113,4.08615,2.54696
1,18ss,89.9966,119.249,78.8916,36.649,38,4.16135,3.47577
1,18ss,89.7184,136.127,78.4235,2.37733,60,5.74274,2.52704
1,18ss,93.4829,138.826,80.7257,2.55277,88,3.98662,2.70386
1,18ss,78.8736,124.995,80.1614,5.57473,89,4.17208,2.42914
1,18ss,84.9784,139,84.6976,1.77857,59,3.38443,2.69808
1,18ss,92.8649,123.219,80.8667,34.3535,57,4.42381,3.19049
1,18ss,88.9762,139.054,81.2692,2.25295,81,4.33487,2.58387
1,18ss,108.577,132.491,79.454,8.25472,80,7.92041,3.11913
1,18ss,113.685,130.41,77.8276,13.3487,107,12.9087,3.47192
1,18ss,99.1019,119.273,78.2974,47.8052,40,4.62974,3.70462
1,18ss,97.934,138.435,78.9756,3.32878,49,6.32506,2.75783
1,18ss,109.223,138.043,79.1566,4.10441,39,6.66619,3.65597
1,18ss,112.487,123.251,78.6986,22.7444,71,6.36036,3.09593
1,18ss,101.441,142.187,79.1776,4.06701,38,4.40425,2.9714
1,18ss,101.303,129.799,79.6451,25.7913,121,5.76189,3.14521
1,18ss,102.331,138.053,80.1405,4.42095,52,5.5797,2.91121
1,18ss,95.6018,119.42,79.9711,37.9462,32,4.1417,3.39209
1,18ss,116.995,122.607,81.627,18.3002,105,9.54396,3.85759
1,18ss,118.484,129.056,81.6853,14.0234,58,7.12318,4.88614
1,18ss,109.343,133.713,83.8944,6.25169,60,6.48649,2.9223
1,18ss,102.478,124.4,81.1352,41.8464,36,5.11771,3.58118
1,18ss,114.746,140.011,81.3624,5.19737,81,6.0129,3.21035
1,18ss,110.707,141.218,81.802,3.92378,34,5.36261,4.3122
1,18ss,131.356,135.634,78.0232,16.045,146,7.77059,8.92458
1,18ss,123.595,128.842,79.0006,22.1787,56,10.5359,6.67983
1,18ss,141.76,137.772,79.9384,13.1508,100,12.1347,6.71229
1,18ss,131.345,142.316,80.4602,18.0735,74,8.10753,7.47495
1,18ss,126.587,123.893,80.973,18.7573,88,15.2686,6.75284
1,18ss,123.279,143.244,81.0789,12.5652,65,7.32269,6.69578
1,18ss,126.033,130.895,81.5201,24.3761,90,9.09528,6.61494
1,18ss,141.565,127.605,81.9975,22.2598,67,14.8729,10.2239
1,18ss,134.212,130.272,82.8276,21.683,59,7.74058,10.3949
1,18ss,120.454,133.232,83.905,13.849,95,7.86198,6.35735
1,18ss,142.243,134.074,84.0062,10.618,38,7.82074,6.11515
1,18ss,133.12,137.516,83.3173,20.6671,48,8.34093,7.96832
1,18ss,166.695,119.127,79.7007,15.6931,42,8.37796,8.60935
1,18ss,155.307,119.434,79.3039,13.8441,33,8.84758,8.16951
1,18ss,161.16,121.114,78.7154,24.8187,40,14.5337,10.7257
1,18ss,163.377,126.68,79.9594,15.0405,36,7.0579,6.76021
1,18ss,157.358,130.274,79.6952,22.0324,35,11.5124,8.62729
1,18ss,149.898,134.054,79.6231,18.804,119,18.9546,8.32952
1,18ss,152.726,125.106,80.0815,14.3567,34,11.9583,6.3895
1,18ss,146.103,123.087,80.2196,9.20954,37,5.17424,5.9598
1,18ss,146.691,139.412,81.7964,3.56131,27,2.63973,3.19439
1,18ss,148.603,128.263,82.2041,21.1571,47,13.4552,10.7931
1,18ss,154.615,136.572,82.5435,3.46992,21,2.71804,3.46804
1,18ss,173.567,120.709,78.7894,13.6013,71,5.13727,6.43162
1,18ss,183.159,120.286,81.7355,1.07692,21,1.35544,2.47215
1,18ss,174.396,126.445,82.24,1.03704,15,2.22222,2.7037
1,18ss,88.7013,154.637,78.3352,3.77818,94,3.14676,3.25127
1,18ss,91.702,146.966,79.8907,1.99834,84,4.15978,2.82654
1,18ss,78.3937,144.077,80.9612,1.78145,72,2.88536,2.89406
1,18ss,80.9668,154.736,80.5985,1.89551,81,2.54015,3.70062
1,18ss,78.041,160.578,80.5718,1.52258,69,2.88684,3.15308
1,18ss,79.5362,166.203,82.2705,1.88942,97,2.7892,3.03228
1,18ss,85.4475,151.311,83.2241,2.17525,56,3.21186,2.75683
1,18ss,110.886,148.975,77.6182,7.3114,89,7.45556,5.51361
1,18ss,95.831,157.529,78.1499,6.27737,121,5.57986,3.94526
1,18ss,107.293,166.671,77.7336,1.57771,36,2.23649,2.46158
1,18ss,107.978,144.955,78.1383,3.94781,44,5.43687,3.46612
1,18ss,107.575,155.948,78.4969,7.9243,82,6.0449,5.46966
1,18ss,102.228,148.042,80.5124,3.49153,96,8.84099,3.31976
1,18ss,117.444,158.029,79.6477,2.39778,33,2.52701,3.38093
1,18ss,98.558,164.564,78.9861,7.22616,146,3.19756,6.08427
1,18ss,115.611,151.665,80.0142,6.5416,242,10.529,8.73442
1,18ss,105.956,151.305,80.2202,6.87041,70,6.27305,3.71947
1,18ss,111.807,147.376,81.8891,5.95015,80,8.70554,5.03502
1,18ss,94.6005,149.361,81.3133,2.36141,72,5.5165,3.2077
1,18ss,103.921,160.204,81.1464,6.82771,154,9.59627,8.01844
1,18ss,109.823,162.558,81.8317,1.72442,28,2.12058,2.65576
1,18ss,133.992,152.866,77.4573,1.65546,28,2.03208,3.00386
1,18ss,135.592,157.682,79.1428,1.12491,26,1.73367,2.52413
1,18ss,128.442,146.916,79.7149,20.7043,195,26.0265,8.07615
1,18ss,122.896,149.053,80.4826,12.1998,63,10.7938,7.82535
1,18ss,139.441,144.103,80.5251,3.46544,26,2.79888,3.87426
1,18ss,127.332,155.842,80.9194,1.56912,28,1.99023,2.52292
1,18ss,133.733,149.65,81.423,2.60289,26,2.0978,3.07647
1,18ss,86.6032,173.15,80.2272,1.21544,33,2.21208,2.39912
1,18ss,78.6609,173.267,80.7508,1.29952,27,2.08281,2.26659
1,18ss,93.3817,170.059,83.5637,1.33787,35,1.87961,2.22276
1,18ss,106.74,173.799,78.2753,1.07107,28,1.86541,2.30252
1,18ss,78.1348,43.9322,86.1002,0.454545,7,1.45455,1.18182
1,18ss,82.6172,54.515,84.3237,1.67161,34,2.77753,3.21296
1,18ss,78.4475,49.7022,84.5307,1.54369,21,2.0824,2.75362
1,18ss,84.0222,46.7689,86.1903,0.866013,18,1.45098,2.27451
1,18ss,89.6401,66.0004,87.6362,8.47866,57,6.98503,5.13751
1,18ss,77.4467,54.6927,86.9147,1.75943,24,2.48331,2.94148
1,18ss,77.6686,68.6113,86.8718,4.61925,58,3.99759,4.09165
1,18ss,81.8167,64.3426,89.5941,4.19255,31,3.26845,3.99649
1,18ss,81.2565,38.5456,78.0826,1.00162,28,1.8819,2.50561
1,18ss,86.6319,43.8156,81.8289,0.833631,26,1.58497,2.42397
1,18ss,79.1595,39.5974,82.9435,0.951872,25,1.59037,2.36043
1,18ss,84.5052,36.5719,83.2181,0.899949,27,1.52523,2.54425
1,18ss,88.4994,58.357,76.9139,6.3806,46,3.78222,4.36649
1,18ss,79.705,46.3496,79.2304,1.22815,25,1.8982,2.56402
1,18ss,93.2737,64.1276,79.149,11.4518,73,7.82124,5.18696
1,18ss,85.1616,66.4987,79.2191,8.96752,70,4.43838,4.95581
1,18ss,88.9689,62.113,79.559,11.1902,70,8.30208,5.10776
1,18ss,80.663,63.3491,82.1389,7.30245,47,7.03392,3.76635
1,18ss,89.9453,68.3835,80.9934,15.2077,65,14.8015,5.27823
1,18ss,77.1416,60.6626,83.5431,4.31466,33,4.48688,3.9273
1,18ss,86.5029,50.7404,83.2197,1.27347,27,2.14644,2.5069
1,18ss,99.8811,65.3008,77.0315,19.1736,153,14.2642,5.76017
1,18ss,116.618,60.4171,79.0994,1.68583,29,2.14782,2.53316
1,18ss,104.309,67.2495,79.4621,25.8388,148,17.2883,7.18927
1,18ss,111.031,69.4229,78.718,13.762,54,20.365,5.0675
1,18ss,105.242,46.5287,79.1051,0.864904,23,1.65475,2.59543
1,18ss,109.365,62.195,79.4556,6.2179,30,8.51612,4.67734
1,18ss,98.3055,59.1893,80.8595,4.31606,24,3.98868,4.15977
1,18ss,105.357,60.7429,80.8045,5.82885,28,5.87196,3.70977
1,18ss,113.531,64.8886,80.8016,6.61125,47,5.87128,4.29159
1,18ss,108.609,56.1557,81.9763,1.46462,26,1.96068,2.45504
1,18ss,112.135,51.4183,82.492,1.08292,24,1.57836,2.61774
1,18ss,137.308,63.3684,77.5723,11.6397,43,5.96165,7.34254
1,18ss,139.869,67.1034,78.2497,14.5204,32,4.78449,4.78243
1,18ss,134.002,67.1774,78.6681,8.47576,34,3.50741,4.11604
1,18ss,124.527,63.9805,79.2707,11.9803,32,5.39946,3.80474
1,18ss,128.748,49.4311,80.6814,0.966024,26,1.50925,2.94624
1,18ss,131.184,54.1043,83.1362,1.06303,33,1.7847,3.05382
1,18ss,139.795,55.7356,81.2743,1.08241,29,1.84176,2.90167
1,18ss,122.645,57.2141,82.6468,1.43318,24,1.93083,3.00376
1,18ss,119.952,54.5461,84.7921,1.21968,31,1.85907,2.69309
1,18ss,130.84,64.5503,83.6784,7.50887,48,8.36901,3.99053
1,18ss,123.224,68.8224,83.2488,3.52446,31,3.69629,3.67224
1,18ss,160.614,61.8274,80.2934,1.67886,27,2.05733,3.21034
1,18ss,145.71,57.8067,79.6579,1.33991,30,1.97274,2.88377
1,18ss,163.99,60.9103,79.9648,1.35356,29,2.03787,3.2545
1,18ss,154.854,63.1683,80.8148,2.15259,37,2.33931,3.25296
1,18ss,173.481,68.6944,81.2057,1.68304,43,2.1544,3.37894
1,18ss,89.7677,86.9873,79.6456,30.5737,68,6.7049,3.41084
1,18ss,84.9648,93.5368,79.0757,38.5256,95,5.56262,3.50155
1,18ss,87.9244,81.7668,80.9492,16.8742,172,10.8497,3.7461
1,18ss,84.3497,85.0882,80.4941,15.974,189,7.32467,3.43989
1,18ss,94.3445,90.3432,80.0866,40.7659,30,5.30005,3.79779
1,18ss,84.8521,89.0162,82.6289,16.7754,158,5.0257,3.0514
1,18ss,80.6244,89.5179,82.5963,22.1495,77,11.0542,3.34554
1,18ss,78.5234,82.95,83.3147,11.7055,105,6.75808,3.3611
1,18ss,94.0077,70.632,76.9211,17.5955,77,20.2863,5.04785
1,18ss,98.7694,90.5719,76.9137,48.7764,58,8.13727,4.02521
1,18ss,105.142,76.9102,78.4549,25.44,42,32.3105,6.0933
1,18ss,113.879,93.0635,77.5969,37.3251,108,13.0502,4.00563
1,18ss,101.78,72.4316,79.1347,17.4807,83,34.1791,7.2112
1,18ss,108.402,80.0241,79.5572,24.4291,56,34.583,6.20818
1,18ss,104.406,88.9936,78.2349,43.0446,40,8.81361,4.14232
1,18ss,117.058,86.0681,82.0938,19.2755,96,18.5505,5.09201
1,18ss,116.691,72.424,79.8521,12.3977,54,16.9972,5.00439
1,18ss,111.39,74.2814,80.6554,11.992,35,11.0616,5.71669
1,18ss,108.219,86.6302,80.211,23.5558,73,14.9092,4.49924
1,18ss,94.4362,70.2775,82.3865,14.3427,77,10.0656,5.50102
1,18ss,94.7673,80.3005,82.9772,9.90072,48,5.32506,3.52399
1,18ss,101.411,82.6389,82.1952,18.1728,157,23.237,3.56997
1,18ss,113.127,79.0775,83.3345,13.5497,33,53.2726,4.22173
1,18ss,108.563,93.8581,82.7427,55.0235,56,7.81641,4.35189
1,18ss,135.124,74.0965,77.9277,11.7915,33,7.43833,5.80312
1,18ss,137.259,79.3164,77.6631,9.14046,36,7.3651,4.56682
1,18ss,143.265,74.6063,79.188,9.48709,33,5.76104,5.27363
1,18ss,125.817,86.6246,78.232,33.9018,50,13.8336,9.4442
1,18ss,121.302,74.3551,79.0144,15.064,34,27.375,4.73314
1,18ss,120.635,91.0353,80.1022,29.6907,149,14.5699,5.67664
1,18ss,125.826,92.7417,79.9027,40.5597,41,23.205,8.41804
1,18ss,127.123,71.4376,82.6938,5.83037,34,3.62638,3.8524
1,18ss,132.956,90.7996,83.2786,25.4496,41,14.6254,8.7343
1,18ss,138.936,70.2679,83.2382,7.56018,50,5.60843,5.912
1,18ss,127.094,79.4578,82.8262,17.432,37,17.1085,6.89573
1,18ss,122.136,88.2448,84.9974,25.1953,136,15.9744,6.86548
1,18ss,148.259,85.9458,78.5949,11.8656,40,5.34772,5.77262
1,18ss,154.392,76.448,79.1349,20.6731,66,7.64523,8.8971
1,18ss,163.507,90.4283,82.0031,20.4833,132,7.74601,9.05238
1,18ss,149.643,91.7158,79.6753,15.1416,39,4.9891,6.19507
1,18ss,156.302,94.3467,80.1384,13.6753,34,5.48679,6.80198
1,18ss,155.429,87.7928,80.6916,16.3299,39,12.2967,9.17667
1,18ss,146.048,93.6151,80.8222,11.8331,38,11.9106,9.24672
1,18ss,159.687,71.9913,82.4877,14.5659,83,4.12681,8.13927
1,18ss,167.187,77.9409,82.1996,21.9815,69,9.07416,7.44925
1,18ss,159.468,79.8884,82.5414,12.1307,58,11.4758,10.0862
1,18ss,146.25,71.4418,83.8071,11.0596,37,9.98501,6.00141
1,18ss,169.589,94.1399,83.9387,15.2505,32,4.93024,7.40248
1,18ss,176.293,76.8066,77.1155,3.77515,42,2.51053,3.5818
1,18ss,184.81,80.7501,77.8704,1.49571,36,2.12784,3.30851
1,18ss,168.259,87.9884,78.9722,23.1973,37,10.4289,10.6194
1,18ss,173.109,84.889,79.7825,21.1169,70,11.5443,7.97
1,18ss,177.701,76.7472,83.519,2.59116,30,2.05114,3.44563
1,18ss,181.742,84.1925,82.9125,2.05758,32,1.99632,3.26792
1,18ss,184.172,93.1308,82.4982,1.57612,34,2.00211,3.13455
1,18ss,88.6776,94.9567,77.1642,43.1052,35,4.65446,3.69766
1,18ss,83.5783,98.6779,78.1199,42.8471,34,4.39056,3.45243
1,18ss,82.9316,119.154,78.0151,27.5767,36,3.98022,3.05371
1,18ss,87.0425,104.08,78.9491,40.0227,31,4.1833,3.49925
1,18ss,77.1218,99.6189,79.3932,37.3741,36,4.10705,3.48186
1,18ss,86.1235,109.201,78.6207,33.3159,34,3.85296,3.20067
1,18ss,92.0646,103.88,79.8236,46.1442,33,4.4532,3.76972
1,18ss,79.2087,112.991,79.5822,31.0576,33,3.64018,3.14025
1,18ss,78.8875,108.317,78.6924,25.316,31,3.39696,3.01052
1,18ss,88.8896,113.113,80.464,23.7041,33,3.4935,2.96231
1,18ss,106.124,117.271,78.5349,44.7063,36,4.67395,3.58798
1,18ss,107.965,97.2108,77.8963,52.7425,36,7.55384,4.20673
1,18ss,115.092,119.072,79.0481,30.991,78,6.70342,3.61546
1,18ss,110.683,117.631,79.0235,38.8244,35,4.51607,3.59585
1,18ss,117.374,114.593,79.5664,38.0076,38,7.3558,3.82205
1,18ss,96.8331,104.434,79.3848,42.0767,36,4.28894,3.5785
1,18ss,102.843,106.713,82.0193,33.9592,33,4.28717,3.54616
1,18ss,94.3917,109.066,79.0974,39.292,36,4.14294,3.48541
1,18ss,115.054,102.637,80.9417,40.3308,49,8.34448,3.83194
1,18ss,105.13,111.955,80.3406,46.9592,45,4.91834,3.66873
1,18ss,105.634,100.036,79.6357,45.3686,31,5.12927,3.99593
1,18ss,99.1323,100.995,80.1618,48.9579,32,5.21808,3.93311
1,18ss,102.286,102.524,79.5285,48.2395,34,4.80604,3.81293
1,18ss,111.308,107.881,82.6341,43.2805,31,5.3322,3.90417
1,18ss,110.568,112.913,81.1806,42.9748,35,5.46461,3.73378
1,18ss,95.2379,115.805,80.5207,29.359,37,3.71719,3.19059
1,18ss,101.811,116.311,81.5441,45.1819,34,4.48787,3.57668
1,18ss,95.7866,99.7158,81.8781,47.4544,37,5.49567,3.81426
1,18ss,116.054,110.156,82.7793,44.9875,32,7.30356,4.24133
1,18ss,123.28,112.879,77.1396,26.0074,58,6.21732,4.80722
1,18ss,123.653,116.838,76.9497,33.1382,74,10.0882,4.79279
1,18ss,139.487,108.029,77.6181,25.5429,35,16.833,9.68654
1,18ss,123.032,98.841,78.0328,39.3092,180,11.7257,6.32945
1,18ss,121.679,102.893,79.9479,29.393,209,8.89182,4.68291
1,18ss,125.541,104.899,79.4598,28.8225,100,11.8493,6.2023
1,18ss,138.545,115.839,78.9305,30.4668,33,16.6283,10.3518
1,18ss,134.98,112.01,79.5585,25.8033,30,17.6176,6.37342
1,18ss,127.763,97.4626,80.301,22.0734,212,11.9806,8.14397
1,18ss,141.534,101.584,81.2019,14.9143,46,18.6599,8.3142
1,18ss,134.626,99.0351,81.2287,25.004,35,16.529,9.18335
1,18ss,124.935,118.999,81.2048,27.9753,44,16.4543,8.14367
1,18ss,130.653,102.789,82.303,19.4097,36,13.3476,6.92784
1,18ss,96.153,97.3792,72.963,46.3164,40,5.32051,3.95623
1,18ss,113.892,114.071,72.703,46.2124,41,6.47815,3.81727
1,18ss,115.47,99.0805,76.371,41.2357,52,7.43889,3.81954
1,18ss,111.791,104.48,74.0439,42.3789,34,6.78628,3.75187
1,18ss,106.999,114.491,75.1593,51.1708,38,5.05049,3.77106
1,18ss,107.336,104.114,77.0249,40.3037,45,4.96345,3.59206
1,18ss,102.437,106.781,77.1501,32.4929,40,4.41932,3.2586
1,18ss,97.9129,108.688,76.3534,29.0032,31,3.85507,3.23461
1,18ss,100.399,96.0335,76.1386,49.0894,44,6.21328,3.8488
1,18ss,128.278,99.1656,71.5519,22.2868,81,11.5494,8.70892
1,18ss,142.788,98.7956,72.0165,29.425,103,22.4115,9.10161
1,18ss,134.418,118.431,72.2597,27.2705,43,12.993,8.19075
1,18ss,127.855,117.806,72.5208,36.9161,43,22.6176,7.88476
1,18ss,138.096,96.4045,72.8224,21.7665,107,16.509,10.2061
1,18ss,136.697,112.62,72.6709,23.6185,76,21.6839,8.1588
1,18ss,121.466,105.51,74.2025,34.0118,139,10.695,3.92945
1,18ss,135.295,107.886,73.1079,24.342,49,13.8601,11.8673
1,18ss,139.045,103.405,73.6272,22.3486,41,25.5527,10.8715
1,18ss,120.52,110.033,74.4235,48.8572,46,8.05991,4.24237
1,18ss,129.339,112.464,74.9991,35.4408,62,16.986,9.37128
1,18ss,135.303,101.938,74.065,23.8047,58,26.8243,10.2712
1,18ss,132.516,95.1233,76.1152,24.5205,53,12.2615,6.9892
1,18ss,131.655,116.811,76.634,24.7522,36,19.3476,6.60064
1,18ss,130.489,107.234,76.8991,27.0149,47,18.5457,9.47034
1,18ss,158.221,111.042,72.2471,32.2395,88,7.26086,10.3976
1,18ss,154.6,117.222,72.5556,10.2209,34,4.93954,6.27739
1,18ss,146.347,104.205,72.9209,10.6822,37,4.97891,4.8367
1,18ss,150.732,102.917,73.4572,9.76342,33,5.18462,5.4231
1,18ss,167.071,111.674,74.8262,15.7796,71,7.28794,10.8437
1,18ss,144.902,114.404,75.428,18.4027,79,12.3886,9.72293
1,18ss,162.363,104.333,75.3021,19.4004,91,5.9268,11.659
1,18ss,158.835,106.369,76.4593,13.1817,42,5.84808,7.57611
1,18ss,154.638,107.274,77.5251,10.3942,40,8.70449,6.66243
1,18ss,185.414,95.4015,72.48,1.51678,35,2.3027,3.31899
1,18ss,170.37,97.161,73.729,18.5676,76,8.93217,9.2861
1,18ss,181.607,118.138,73.094,1.17127,30,1.87394,2.6098
1,18ss,175.736,107.432,74.5061,19.0643,106,6.53902,8.57299
1,18ss,185.63,107.063,75.9048,1.41263,46,2.09636,2.97944
1,18ss,174.626,99.71,77.543,18.1612,67,7.11295,7.98361
1,18ss,185.072,99.198,76.9955,1.53194,33,2.19753,3.36731
1,18ss,169.928,104.727,77.1966,15.8156,111,8.72461,9.81814
1,18ss,175.893,111.621,77.3952,13.3055,43,4.48399,7.86107
1,18ss,172.201,115.943,77.6244,14.501,40,6.81293,8.26111
1,18ss,82.9395,125.625,71.6612,13.9214,76,7.34583,2.74764
1,18ss,89.5673,135.225,71.8859,2.64765,59,3.53181,2.77166
1,18ss,92.2081,128.101,71.5897,24.8381,110,5.57068,3.09503
1,18ss,79.4936,134.186,72.7822,2.18402,74,3.73368,2.47743
1,18ss,83.5698,132.043,75.492,2.62384,85,5.27606,2.56143
1,18ss,93.9615,135.38,76.1142,3.41913,66,3.62635,3.06734
1,18ss,85.1813,141.57,76.0884,2.11926,67,3.08083,3.04226
1,18ss,89.8598,129.59,75.7582,15.9149,179,4.95946,2.57806
1,18ss,87.2883,133.446,77.0119,2.99399,187,4.30679,2.68903
1,18ss,86.4273,119.697,79.0661,33.6286,30,3.97597,3.2784
1,18ss,79.9064,136.482,77.4983,2.18094,85,4.84109,2.63388
1,18ss,96.5043,138.632,71.141,3.26103,55,4.30396,3.71799
1,18ss,97.4403,132.398,72.1368,18.8695,98,6.31894,3.00743
1,18ss,105.401,121.826,74.0655,47.2248,38,4.69692,3.69903
1,18ss,109.543,142.183,73.4386,4.72287,86,7.607,3.51586
1,18ss,106.028,137.338,74.621,4.11533,53,8.55872,3.13182
1,18ss,98.2956,126.463,74.39,42.8018,144,4.95111,3.50425
1,18ss,116.902,128.097,74.1231,9.76545,110,8.42352,3.9316
1,18ss,114.362,137.695,73.4659,8.90452,80,8.16324,3.85043
1,18ss,105.456,128.474,76.1545,31.565,143,5.90505,3.23869
1,18ss,109.651,128.398,76.466,30.521,94,9.61217,3.36095
1,18ss,117.938,141.572,76.4272,11.906,67,9.68428,6.28578
1,18ss,122.981,122.152,71.5394,26.5995,125,10.2299,5.09749
1,18ss,136.23,142.255,75.1752,23.119,111,11.3156,10.6508
1,18ss,129.585,143.477,74.1524,12.708,84,7.28554,7.26979
1,18ss,139.777,120.637,73.3824,26.9233,40,17.2761,10.7283
1,18ss,123.306,125.986,74.5556,18.368,93,9.04212,5.37556
1,18ss,137.091,133.479,75.6163,22.7523,70,13.5874,12.5703
1,18ss,128.939,129.937,75.3436,13.1317,34,5.37402,5.62277
1,18ss,122.84,133.748,75.7185,15.6706,49,8.41825,5.67178
1,18ss,127.168,136.504,75.695,21.4487,105,6.57535,7.25922
1,18ss,142.332,124.886,75.8088,15.0144,46,7.33749,8.64349
1,18ss,135.843,125.475,76.9428,27.5324,36,17.4724,8.75313
1,18ss,131.201,122.727,76.8223,21.7597,65,11.5043,8.23514
1,18ss,120.592,137.58,76.9827,17.8606,67,8.76656,5.17681
1,18ss,154.904,124.004,71.4455,29.1131,114,10.0291,8.21719
1,18ss,164.695,122.025,72.4169,17.6644,61,14.6212,11.1791
1,18ss,168.357,127.263,71.5852,14.8679,70,6.59179,10.9475
1,18ss,162.047,130.794,72.1261,17.3818,67,7.67854,8.028
1,18ss,144.472,138.629,72.0838,16.6218,54,7.38047,6.6036
1,18ss,166.936,135.911,73.8912,1.45052,25,1.70573,1.93229
1,18ss,152.11,130.578,74.1987,19.8087,90,11.2397,11.7674
1,18ss,148.049,126.694,76.4372,19.1878,55,11.1517,9.49136
1,18ss,145.232,132.584,74.1654,23.2001,57,8.53997,8.76112
1,18ss,171.315,122.708,73.7041,13.0001,60,5.5782,8.96447
1,18ss,177.601,127.885,74.533,1.3317,32,1.85556,2.73929
1,18ss,172.793,132.772,74.748,1.20966,30,1.6408,2.40399
1,18ss,179.143,122.883,75.8463,1.46974,29,1.69519,2.69035
1,18ss,78.5642,150.47,71.8524,3.67355,149,4.33527,3.92355
1,18ss,78.1774,161.453,71.9297,2.51751,190,3.47339,3.55289
1,18ss,94.1585,143.847,73.7502,2.84038,79,3.54597,3.59757
1,18ss,81.5249,153.096,73.8496,3.15401,88,3.17086,3.69356
1,18ss,89.9679,145.424,74.8403,2.22023,54,3.84672,2.99319
1,18ss,78.5411,157.342,75.5879,2.58256,71,2.67547,3.32843
1,18ss,82.3768,145.988,75.7586,4.00263,49,2.95274,3.2142
1,18ss,84.7412,158.185,75.9893,4.38836,133,3.45157,3.84631
1,18ss,88.3868,165.457,77.2178,5.38337,124,5.7625,4.231
1,18ss,82.1088,165.32,76.9876,4.61576,178,3.26354,4.5242
1,18ss,105.312,161.608,71.6358,10.5712,229,8.09997,9.67694
1,18ss,100.755,148.139,75.1221,3.02225,92,6.23966,3.71703
1,18ss,111.736,164.767,74.7187,1.75677,31,2.39586,2.81795
1,18ss,112.415,154.285,75.8395,8.59204,179,7.40287,10.0712
1,18ss,101.794,156.022,76.5325,7.33982,118,6.06751,5.97415
1,18ss,114.564,145.161,77.3646,8.1044,56,6.57059,4.73283
1,18ss,132.317,147.585,71.2129,15.9906,107,6.66813,11.2302
1,18ss,120.634,145.835,74.7629,10.8653,53,6.1632,9.14423
1,18ss,139.445,148.712,74.1251,2.48214,27,2.2327,3.10718
1,18ss,128.357,159.203,74.5261,1.49992,42,2.30481,2.65514
1,18ss,120.796,160.275,74.5339,2.04819,37,2.44012,2.6837
1,18ss,120.694,152.181,75.6899,11.9719,131,6.96135,7.01172
1,18ss,120.656,164.823,76.702,1.31306,27,1.99722,2.54163
1,18ss,152.206,146.002,76.5665,1.16229,27,1.57721,2.22414
1,18ss,77.4875,179.942,73.9733,1.2368,28,1.98827,2.70672
1,18ss,91.4493,173.083,74.5984,1.46661,27,2.10513,2.51492
1,18ss,83.2934,175.054,74.34,1.49226,32,2.44016,2.62063
1,18ss,99.4813,172.75,72.1882,1.45573,33,2.4925,2.78007
1,18ss,104.622,169.373,72.372,1.60852,33,2.59994,2.7991
1,18ss,95.3108,177.22,75.0808,1.31298,28,2.01347,2.30441
1,18ss,99.885,170.11,76.7573,1.57798,31,2.25432,2.6314
1,18ss,78.904,43.7324,71.7272,1.09852,29,2.09597,2.44354
1,18ss,81.4449,33.7576,75.308,1.09603,37,1.87435,2.75065
1,18ss,87.8766,41.7336,74.8371,1.09688,34,2.07197,2.22827
1,18ss,93.6984,44.2711,76.8278,1.1434,29,1.98902,2.318
1,18ss,111.211,45.8832,77.6786,0.971881,31,1.53609,2.54435
1,18ss,82.6115,60.3659,72.6955,6.40578,68,7.23418,3.84872
1,18ss,91.5766,66.313,72.1377,18.3362,100,19.9053,6.13557
1,18ss,93.9955,59.9824,74.7083,6.13012,41,4.93185,4.48521
1,18ss,81.136,65.577,73.5877,13.7341,90,7.32778,5.6338
1,18ss,93.4251,51.0287,76.4669,1.15878,27,2.18822,2.58929
1,18ss,77.5718,54.4915,76.548,2.81942,44,4.93845,4.13553
1,18ss,76.9609,68.2434,76.1727,10.3425,67,12.2987,5.75857
1,18ss,83.7197,56.1611,77.1993,3.50033,47,8.70361,4.35442
1,18ss,109.612,63.713,71.5791,5.55815,62,6.82243,5.8648
1,18ss,113.824,61.2573,72.1679,2.23285,33,2.69907,3.11441
1,18ss,116.79,66.6051,72.0761,8.25566,34,5.3077,5.77404
1,18ss,110.693,67.8896,71.6576,14.8268,97,14.7983,5.94276
1,18ss,99.8861,46.2079,73.4902,1.18009,35,2.0635,2.42175
1,18ss,103.429,67.0273,72.6565,17.3394,50,11.7522,7.07497
1,18ss,98.6674,54.96,73.4106,1.51163,30,2.47895,2.66842
1,18ss,105.73,50.7796,75.9835,1.1988,30,2.0358,2.78419
1,18ss,102.385,53.878,75.032,1.46324,29,2.18739,2.42117
1,18ss,110.195,58.0272,77.8027,1.68407,29,2.29292,2.67612
1,18ss,126.766,67.1416,70.9859,3.69172,37,4.09413,4.36905
1,18ss,137.613,68.4793,72.1635,9.28266,51,4.12602,4.70702
