no,stage,x,y,z,tbxta,sox2,hes6,cdh6
1,18ss,119.77,44.9033,-28.8672,8.79763,110,8.66613,2.58645
1,18ss,123.183,46.9114,-26.5901,11.1433,72,8.15981,2.83256
1,18ss,123.026,43.1079,-26.743,8.83696,42,4.50988,2.88241
1,18ss,94.0031,54.8139,-32.377,25.162,72,29.4991,6.03378
1,18ss,95.0427,65.1858,-29.6859,11.0888,44,35.309,3.31949
1,18ss,90.4188,68.7058,-27.7101,10.6757,42,40.009,2.79467
1,18ss,118.707,53.9858,-30.3676,26.6495,205,37.6085,5.84825
1,18ss,120.549,64.9158,-30.8767,23.6972,128,38.1962,5.68709
1,18ss,111.517,50.6243,-29.4247,19.5653,197,35.3388,5.1525
1,18ss,103.618,52.5317,-29.6752,18.0681,116,31.7101,5.70179
1,18ss,102.779,56.1708,-29.3266,17.9212,62,38.7552,5.64291
1,18ss,97.7152,57.8178,-27.9805,17.2697,71,46.8016,5.23261
1,18ss,109.861,63.893,-27.8843,18.7988,71,43.1611,6.10425
1,18ss,115.619,53.5529,-26.3957,23.1623,57,31.3997,4.65966
1,18ss,108.828,58.8489,-26.9485,18.977,108,42.7141,4.70732
1,18ss,102.914,65.9539,-26.933,13.2918,88,35.4774,3.32961
1,18ss,96.4933,70.7027,-28.3461,9.87252,40,32.2775,2.80254
1,18ss,135.823,63.8623,-31.8658,10.4247,40,31.2031,5.06931
1,18ss,135.113,72.8789,-30.4294,14.7122,48,51.611,3.74681
1,18ss,136.22,54.0002,-29.5561,15.8186,161,23.5553,4.76009
1,18ss,126.605,58.7729,-28.1174,13.6783,58,38.8848,3.69618
1,18ss,126.5,69.9219,-27.6442,11.797,63,26.8312,3.82136
1,18ss,138.65,69.7953,-27.2029,10.7325,73,24.3448,2.79117
1,18ss,141.032,52.9425,-27.5898,10.6385,42,11.9671,3.38078
1,18ss,133.383,60.9755,-27.3163,10.9015,46,32.9593,3.67485
1,18ss,147.16,62.5601,-29.1784,8.93218,98,9.85615,2.5788
1,18ss,157.268,64.2574,-28.4667,13.3992,56,15.1833,4.31745
1,18ss,155.509,70.5453,-26.6974,8.58906,44,6.61478,2.47537
1,18ss,160.21,68.4359,-28.1933,9.44005,65,7.37229,2.38043
1,18ss,155.697,65.9317,-24.7201,7.56591,36,4.88474,2.21231
1,18ss,94.4414,82.9971,-28.0932,13.1,91,40.6582,4.97611
1,18ss,87.703,76.7224,-28.4862,11.136,86,39.0195,3.76646
1,18ss,92.2296,93.6948,-27.7442,19.901,91,31.8469,6.22174
1,18ss,85.6957,83.6363,-28.5598,14.0549,101,36.6107,6.69408
1,18ss,110.636,78.9255,-31.3105,18.4062,156,42.9788,4.61324
1,18ss,102.254,83.4165,-30.1532,15.4835,112,42.8291,6.44212
1,18ss,119.319,89.3439,-30.1364,23.6142,96,40.2836,6.03714
1,18ss,107.57,82.3041,-28.2973,14.5458,52,31.2631,4.265
1,18ss,109.822,88.9875,-27.4931,17.6957,97,29.5167,4.31648
1,18ss,100.178,76.0455,-27.5682,10.7348,47,44.0921,3.22786
1,18ss,99.6985,90.0976,-27.0025,17.5791,80,37.7686,4.8701
1,18ss,115.763,77.1697,-26.9821,14.2341,46,41.9483,3.11903
1,18ss,115.659,94.775,-27.1665,20.8534,77,34.8903,4.64696
1,18ss,131.446,95.5509,-30.6256,14.2484,42,35.9222,3.5703
1,18ss,125.917,97.4699,-29.4381,20.4451,85,46.3943,4.29873
1,18ss,137.455,84.8049,-29.7618,16.0488,50,44.9953,4.11958
1,18ss,121.92,81.8895,-28.8935,19.3017,171,36.8987,4.13248
1,18ss,146.216,90.0389,-26.6946,18.7691,40,43.9438,5.39998
1,18ss,123.447,73.1703,-27.2884,14.29,164,38.6568,9.83667
1,18ss,154.044,90.0315,-30.0471,24.5427,41,43.2521,5.80492
1,18ss,152.984,98.077,-29.7244,18.6877,46,38.0477,4.03694
1,18ss,164.37,87.058,-27.7514,20.2882,150,53.9785,4.61359
1,18ss,147.623,84.1053,-28.4872,14.7715,133,36.034,3.98716
1,18ss,147.148,94.6411,-30.3806,12.814,40,41.5106,3.21167
1,18ss,165.609,96.796,-28.0654,30.9939,252,43.4401,8.93799
1,18ss,159.493,80.7304,-26.7622,17.5406,82,48.1439,4.71071
1,18ss,154.497,94.445,-27.4915,26.3576,37,39.8443,5.70027
1,18ss,149.163,75.2132,-26.1358,11.3437,49,22.0758,3.29298
1,18ss,156.115,82.7149,-26.0987,21.6262,108,49.7794,4.84324
1,18ss,177.9,86.3365,-30.5263,19.8589,228,37.8957,5.60438
1,18ss,173.525,91.7155,-29.6401,20.3761,94,45.8602,4.92274
1,18ss,182.634,79.9463,-30.4241,8.95164,163,7.88464,2.5546
1,18ss,126.503,136.543,-37.4917,6.09789,119,9.07149,7.94594
1,18ss,133.187,138.142,-39.3955,6.26496,119,14.4206,10.8959
1,18ss,134.669,123.696,-37.2273,11.0148,80,33.2854,3.42292
1,18ss,139.252,138.196,-36.772,6.91129,120,12.532,12.5527
1,18ss,142.061,144.563,-37.1939,11.7312,171,15.9975,22.6028
1,18ss,134.518,147.102,-36.7865,8.70117,159,10.9028,17.6389
1,18ss,141.386,126.081,-35.2484,15.5323,50,26.1605,5.51619
1,18ss,161.091,135.578,-41.2948,24.6998,155,24.3357,15.2475
1,18ss,164.297,129.566,-40.5688,26.6597,197,20.7663,27.8672
1,18ss,157.482,127.573,-40.2323,27.1291,73,24.2381,17.8265
1,18ss,171.025,131.718,-40.0033,9.92465,123,6.50144,7.97646
1,18ss,156.754,145.106,-39.9097,20.8704,255,17.6803,35.6439
1,18ss,148.662,131.071,-36.659,15.6306,67,19.6075,11.8216
1,18ss,157.517,139.284,-38.5793,20.9014,222,28.5034,28.5479
1,18ss,167.688,140.291,-35.5103,5.88348,47,2.14187,2.17344
1,18ss,147.577,136.535,-36.8074,10.9083,207,16.668,23.082
1,18ss,167.084,128.981,-36.4527,9.00466,100,6.57424,6.13584
1,18ss,179.739,127.006,-39.041,5.41656,73,2.38758,2.03859
1,18ss,91.1226,149.068,-39.4352,5.26051,119,7.76926,8.68198
1,18ss,90.6553,165.212,-38.2686,8.85123,237,5.86666,36.7849
1,18ss,92.7824,171.714,-36.0165,9.66001,237,5.74375,19.0778
1,18ss,102.024,170.539,-40.9916,10.8185,254,7.94403,21.624
1,18ss,97.0738,161.887,-42.4061,7.66342,255,5.88113,23.6557
1,18ss,111.555,163.728,-41.6337,14.1263,254,11.7906,28.5863
1,18ss,111.251,167.915,-39.8334,12.7071,254,14.8013,14.5014
1,18ss,103.561,164.174,-38.7171,9.65198,251,8.1648,34.7766
1,18ss,121.096,156.07,-37.9977,8.55803,223,10.11,18.2178
1,18ss,99.6489,150.202,-37.2881,5.53327,172,6.38005,11.1337
1,18ss,144.923,154.682,-40.2647,19.0308,255,19.1379,33.6282
1,18ss,121.774,164.754,-39.4121,32.5659,232,13.5429,61.8093
1,18ss,134.409,160.627,-39.2321,18.5797,255,14.7157,35.3838
1,18ss,126.405,172.35,-38.496,4.82634,35,2.46715,2.92645
1,18ss,129.515,158.214,-36.3385,23.249,214,18.9798,41.3318
1,18ss,161.877,149.789,-39.6046,5.31101,35,2.50374,1.93576
1,18ss,152.436,159.269,-39.0731,5.67243,41,2.55423,2.49626
1,18ss,149.505,150.899,-35.966,24.3025,254,23.2889,36.9282
1,18ss,86.3635,177.449,-37.6697,5.34312,42,2.55489,3.06286
1,18ss,112.622,174.505,-37.7409,4.8962,35,2.25893,2.54851
1,18ss,109.176,175.714,-36.9971,5.36869,32,2.97499,2.54684
1,18ss,85.699,47.5316,-35.0027,8.49804,53,4.05114,2.88294
1,18ss,95.0144,47.1149,-32.3728,9.20671,46,4.63062,2.31647
1,18ss,115.29,43.9516,-34.7248,7.9405,56,5.08708,2.36406
1,18ss,102.429,45.5504,-35.3513,8.48273,48,4.98393,2.43727
1,18ss,118.23,38.9274,-32.1718,8.38346,56,2.72772,2.20611
1,18ss,126.061,44.3717,-34.6157,8.05038,65,4.11191,2.40926
1,18ss,86.9776,66.83,-34.509,11.669,59,35.8834,3.26636
1,18ss,87.7086,54.0974,-33.5943,12.7291,100,23.0726,3.0231
1,18ss,87.8403,60.1329,-32.7262,12.8124,88,30.1942,4.13917
1,18ss,91.5606,65.3519,-32.7152,12.3127,85,39.3649,4.60938
1,18ss,98.9422,74.3495,-33.6372,15.3006,98,35.0705,5.09101
1,18ss,118.403,71.9298,-31.8886,19.4885,49,39.2804,5.2466
1,18ss,117.361,60.9483,-33.0519,30.7955,164,47.3913,8.24586
1,18ss,104.125,67.8875,-34.057,24.5543,124,41.6667,9.76672
1,18ss,112.688,67.9472,-32.4146,30.9154,216,44.2006,9.68021
1,18ss,100.43,62.1531,-31.5682,17.7859,102,43.1313,5.97461
1,18ss,130.049,52.814,-35.5778,22.8121,229,37.6406,5.52003
1,18ss,133.036,57.1657,-34.4919,13.8226,59,30.5257,3.50842
1,18ss,134.209,48.8795,-34.4338,13.7263,219,10.3254,3.48308
1,18ss,144.312,55.6933,-33.333,23.5804,127,31.465,6.34748
1,18ss,125.796,59.7591,-34.651,18.4683,51,35.5329,4.31645
1,18ss,127.368,68.5898,-33.96,11.9157,42,35.672,2.93412
1,18ss,141.117,63.5604,-32.8245,16.3928,53,23.7974,3.58288
1,18ss,145.787,69.8457,-32.6448,11.1498,41,28.9645,2.80055
1,18ss,126.206,50.1326,-30.0666,13.494,220,23.3039,5.72816
1,18ss,166.503,69.3417,-35.9641,12.8486,123,19.6724,4.04653
1,18ss,148.98,64.1846,-34.662,13.2914,95,26.1027,3.53015
1,18ss,172.19,71.2746,-34.8983,9.78626,58,10.6386,3.05371
1,18ss,159.195,61.9681,-32.8133,20.6827,154,25.8168,6.76152
1,18ss,154.396,73.9386,-32.5948,18.0973,46,22.7596,4.92807
1,18ss,148.005,51.4566,-32.0238,10.6898,180,7.53394,3.41749
1,18ss,153.75,69.3061,-31.6733,13.3364,46,27.1884,4.49458
1,18ss,157.35,52.8685,-32.0025,8.53533,64,3.86126,2.6882
1,18ss,150.2,54.426,-31.715,20.8969,163,13.6155,4.87493
1,18ss,173.809,62.5383,-33.9408,7.79109,48,2.88024,1.95571
1,18ss,85.8892,74.6785,-35.2889,15.8416,67,32.16,7.25426
1,18ss,90.1871,89.0571,-35.1579,31.8808,89,24.2792,16.3442
1,18ss,94.0503,92.1693,-34.3355,32.7514,91,23.3597,13.877
1,18ss,91.735,75.049,-31.5984,11.4267,43,41.3625,4.5456
1,18ss,103.511,97.5231,-35.2375,51.1664,51,23.8003,9.44661
1,18ss,114.432,83.7861,-33.07,18.561,64,42.9873,4.75662
1,18ss,123.655,75.9997,-35.9038,15.9707,134,44.8398,4.15757
1,18ss,133.815,79.3694,-35.7876,21.9339,45,67.004,4.98174
1,18ss,142.312,82.022,-34.1926,15.1104,64,46.9606,3.26587
1,18ss,122.475,87.0238,-35.1769,26.5494,125,33.1404,5.91399
1,18ss,133.579,93.7144,-35.075,27.2396,44,36.2585,6.04333
1,18ss,141.244,92.8128,-33.7344,13.6849,38,44.8039,3.39161
1,18ss,138.791,88.8374,-32.5424,16.7689,47,47.341,3.86456
1,18ss,142.426,96.8149,-32.5247,12.4524,48,49.9465,2.84632
1,18ss,128.665,88.863,-32.5685,24.6395,44,38.704,6.4802
1,18ss,130.483,73.4992,-32.8562,18.2505,50,37.5395,4.25833
1,18ss,127.687,78.5928,-31.7784,20.7044,60,40.0626,4.85188
1,18ss,144.628,76.0973,-32.5674,19.7769,54,42.9299,5.23581
1,18ss,168.099,79.0786,-35.0237,28.6127,126,33.2828,7.33288
1,18ss,152.8,86.1814,-34.8905,22.4474,49,37.2377,5.58234
1,18ss,164.38,88.6867,-35.7348,25.281,209,50.517,5.80936
1,18ss,152.61,78.0526,-33.356,24.4899,102,34.6196,7.40431
1,18ss,169.449,85.0592,-32.8497,30.5524,191,47.4284,6.6405
1,18ss,158.072,86.1356,-32.8544,34.2979,86,60.045,7.19363
1,18ss,160.035,79.9178,-34.4666,32.6871,233,41.3125,8.55348
1,18ss,165.26,75.1308,-32.102,12.3044,106,17.4858,3.99615
1,18ss,161.011,93.2354,-31.6644,19.8252,70,50.0327,5.1597
1,18ss,177.715,95.402,-33.1059,24.343,225,44.7086,6.49917
1,18ss,182.813,91.531,-32.7206,9.49073,86,8.84808,3.07149
1,18ss,92.7049,115.307,-36.2468,39.8448,47,6.87995,7.31218
1,18ss,96.4028,118.007,-36.7434,33.8717,41,6.65145,6.8243
1,18ss,93.212,102.58,-34.1583,45.9148,37,12.7138,8.54532
1,18ss,95.1641,110.107,-32.7604,35.5643,57,10.2657,6.75691
1,18ss,107.303,109.37,-36.4504,51.656,44,8.75204,9.43542
1,18ss,99.5357,120.709,-35.8802,34.5943,109,7.46617,7.40525
1,18ss,145.848,112.717,-32.7783,12.7018,42,40.938,3.03603
1,18ss,134.945,102.758,-34.457,18.622,108,40.3032,4.28106
1,18ss,137.23,109.505,-33.66,17.2898,62,40.0371,4.23135
1,18ss,144.124,101.165,-34.2177,15.5691,48,37.0728,2.96751
1,18ss,146.521,116.816,-33.9304,13.373,92,36.7982,3.90515
1,18ss,128.773,107.307,-31.3009,26.6469,81,33.4145,5.32243
1,18ss,142.245,115.17,-30.35,11.3979,59,38.597,2.74357
1,18ss,150.939,114.118,-35.8708,17.4557,69,35.0355,5.09971
1,18ss,160.13,110.241,-33.8376,21.2263,73,31.1274,5.80417
1,18ss,162.639,98.8206,-33.8576,37.8562,73,37.7779,11.1723
1,18ss,164.103,116.431,-33.0172,14.5563,83,23.8605,5.69313
1,18ss,159.491,118.616,-32.9623,17.5954,62,22.7795,6.2229
1,18ss,123.684,56.9377,-41.3094,21.3561,52,47.0999,6.11627
1,18ss,133.101,70.9819,-39.237,15.0911,34,45.0077,3.37238
1,18ss,140.712,54.1699,-38.8686,25.4744,133,36.1047,6.41247
1,18ss,126.225,64.056,-37.8014,15.304,44,34.6383,3.25897
1,18ss,139.974,71.1417,-38.5758,13.2655,53,37.358,2.85835
1,18ss,136.782,64.7045,-38.8235,16.3722,76,36.5818,3.96822
1,18ss,133.757,61.2548,-36.8638,17.1047,131,44.8439,6.22659
1,18ss,172.421,66.2294,-39.8487,18.6565,222,21.9597,5.16579
1,18ss,151.487,49.6211,-39.1195,9.2325,218,4.88148,3.02477
1,18ss,153.147,64.2236,-39.3268,24.9266,152,34.4372,7.6357
1,18ss,157.002,72.1976,-38.6019,21.0891,68,41.9692,6.83521
1,18ss,147.769,57.8033,-38.2331,51.6692,193,33.925,13.3551
1,18ss,164.555,56.1539,-37.2552,9.37461,66,5.37025,2.89724
1,18ss,163.949,62.1863,-37.3983,24.9405,224,39.6656,7.98718
1,18ss,177.369,66.9564,-39.6349,8.74494,226,6.07345,2.67576
1,18ss,175.276,72.6102,-36.4044,8.74284,54,12.6936,3.04239
1,18ss,88.031,77.5125,-39.3895,23.4316,80,31.4886,18.2137
1,18ss,94.2321,80.7142,-35.2873,25.5499,152,40.2386,11.1581
1,18ss,102.13,79.8784,-40.4484,34.9582,120,40.8812,19.9249
1,18ss,110.961,77.6026,-40.159,41.1199,101,43.6427,14.344
1,18ss,100.628,88.7334,-39.5697,34.7848,206,19.0748,13.5365
1,18ss,113.845,83.5928,-40.5818,31.6548,65,34.0958,9.89992
1,18ss,120.099,96.85,-39.5545,44.5819,75,37.501,9.49426
1,18ss,105.363,90.3616,-39.5557,46.3965,65,18.8494,10.3378
1,18ss,105.385,95.0654,-40.2018,57.8344,41,20.6266,10.6848
1,18ss,98.8456,84.3439,-38.9317,31.1435,110,26.4012,14.0795
1,18ss,119.027,74.4404,-39.292,26.0772,90,45.974,7.27853
1,18ss,96.3103,74.3747,-37.5474,22.2876,106,33.523,12.5319
1,18ss,140.095,84.6321,-39.9632,14.881,58,36.9309,4.27351
1,18ss,146.46,92.165,-41.5515,15.9756,38,36.8673,3.44424
1,18ss,128.481,74.0072,-39.9905,14.2307,50,38.1854,3.54928
1,18ss,138.265,75.7112,-36.9959,16.9866,39,41.0866,3.92474
1,18ss,125.584,89.3967,-38.7757,38.3398,152,38.4434,8.71841
1,18ss,136.116,97.7153,-36.5058,18.7448,101,41.5034,5.58684
1,18ss,127.977,81.7279,-36.6185,20.4066,74,34.3019,4.43272
1,18ss,164.747,85.0364,-39.756,39.454,224,44.4644,11.8905
1,18ss,151.015,97.8041,-37.9994,13.6039,40,36.5555,3.0465
1,18ss,148.827,82.0029,-37.3347,24.4406,81,49.9679,5.97436
1,18ss,171.236,92.9184,-38.7616,24.2113,233,37.1846,6.04478
1,18ss,151.706,92.1221,-37.7892,15.9382,51,36.3673,3.47998
1,18ss,189.882,78.1385,-41.1754,6.95475,137,3.01182,2.11175
1,18ss,180.791,90.4547,-39.2063,34.3163,238,39.0951,13.4047
1,18ss,181.143,84.6323,-39.1315,29.2683,239,31.5208,9.73814
1,18ss,178.583,94.6236,-38.1687,33.249,241,41.4801,11.8621
1,18ss,191.63,83.9182,-37.8995,5.51083,40,2.33009,1.74344
1,18ss,175.344,82.2935,-35.8259,21.6373,184,40.1504,6.37868
1,18ss,90.7567,102.597,-40.4625,39.246,37,7.09287,7.53104
1,18ss,91.1207,111.412,-38.5534,44.1107,45,6.28712,8.01955
1,18ss,86.6837,119.937,-39.1117,30.2005,63,6.12443,8.86342
1,18ss,95.3539,107.005,-36.7349,35.6947,40,7.56255,6.65865
1,18ss,85.152,108.224,-37.2248,37.139,42,7.36961,6.63519
1,18ss,85.4817,98.9998,-37.5419,37.2432,46,11.2163,8.4737
1,18ss,113.456,109.074,-41.2133,46.676,39,12.6805,8.4789
1,18ss,116.33,100.157,-39.2642,66.3692,41,26.391,12.1569
1,18ss,101.007,99.7762,-39.7225,61.2442,39,13.0068,11.1225
1,18ss,121.696,105.849,-39.1723,56.2947,54,27.0469,10.2857
1,18ss,101.695,105.191,-38.4967,48.6281,34,8.78153,8.52944
1,18ss,104.056,114.158,-38.1365,36.7202,43,6.49889,6.69166
1,18ss,115.001,120.139,-38.933,39.4494,36,10.9977,7.60018
1,18ss,119.675,122.389,-40.1098,46.7923,105,13.9722,10.1001
1,18ss,118.899,121.713,-37.458,60.9471,53,14.774,12.7184
1,18ss,108.218,116.007,-37.5924,50.0319,40,8.45213,9.10316
1,18ss,112.843,115.027,-38.2801,49.2408,39,10.5404,8.76962
1,18ss,108.689,120.303,-38.0691,41.193,45,9.49935,7.43197
1,18ss,106.155,103.2,-36.5035,54.672,35,10.8576,10.4444
1,18ss,111.346,105.583,-37.7716,47.5187,30,13.5656,8.67625
1,18ss,114.321,103.267,-37.0199,67.4647,40,21.9048,11.8702
1,18ss,101.429,109.693,-36.062,34.9895,39,6.95396,6.30525
1,18ss,128.865,100.193,-41.5979,43.3528,114,46.4841,10.5835
1,18ss,136.548,112.469,-40.3094,31.3204,111,42.7887,6.2927
1,18ss,131.608,119.652,-39.7578,30.5982,124,31.1304,9.22428
1,18ss,131.55,108.691,-39.1326,47.7417,76,37.4485,9.046
1,18ss,144.152,122.555,-37.9672,14.4518,94,29.8962,5.34209
1,18ss,127.214,111.809,-36.5712,54.2491,93,26.5445,9.78273
1,18ss,143.761,104.96,-38.528,14.9064,38,39.0268,3.17599
1,18ss,151.208,108.348,-39.9626,17.1702,72,46.7227,4.38932
1,18ss,158.405,99.181,-40.1438,27.6362,55,44.5253,5.99007
1,18ss,167.546,123.205,-39.966,19.7984,107,18.2249,13.5347
1,18ss,150.16,119.918,-39.3931,18.2123,111,31.5115,13.1511
1,18ss,161.724,117.937,-38.695,33.6629,102,32.377,11.271
1,18ss,150.114,102.47,-37.5616,16.3884,37,40.1933,3.47453
1,18ss,165.629,106.19,-37.7245,23.9603,61,34.8757,6.56848
1,18ss,160.332,104.819,-36.4046,17.2467,106,35.619,4.31461
1,18ss,156.491,108.006,-36.3588,23.821,74,34.7089,6.88357
1,18ss,169.545,98.2536,-35.8291,21.5934,117,36.6838,5.81799
1,18ss,185.276,104.597,-39.7029,6.07177,36,3.68456,2.20728
1,18ss,171.681,116.764,-39.6906,18.3234,158,19.6131,9.99362
1,18ss,178.07,101.204,-38.4462,31.8718,159,30.8142,8.31649
1,18ss,174.933,114.14,-39.9184,23.4644,97,19.5427,18.7843
1,18ss,171.911,109.116,-37.6264,30.4243,166,28.5491,15.9954
1,18ss,178.811,118.207,-37.4383,10.686,77,6.84322,4.61542
1,18ss,87.5704,140.422,-38.8076,4.73683,129,5.55846,8.61075
1,18ss,90.5599,127.077,-36.5451,8.74382,242,5.62679,16.9124
1,18ss,93.742,134.736,-33.6184,6.558,106,5.79322,8.99734
1,18ss,101.367,123.896,-41.277,40.0204,55,5.36684,9.35943
1,18ss,107.145,132.539,-40.4996,7.0398,94,8.13373,7.16084
1,18ss,120.077,147.366,-40.0835,5.55114,98,7.5122,5.81298
1,18ss,112.431,124.164,-40.3402,28.0762,61,8.92504,6.25922
1,18ss,97.2633,143.598,-40.417,5.29629,100,5.4018,6.20147
1,18ss,108.338,137.863,-39.6942,5.38339,61,6.03885,6.33177
1,18ss,113.138,141.741,-40.277,5.39699,95,9.64847,5.9628
1,18ss,102.712,146.137,-39.7507,5.6584,163,5.72561,6.40733
1,18ss,115.172,127.765,-39.639,15.2218,98,11.7721,6.89448
1,18ss,117.958,129.298,-35.7503,7.60643,100,11.1463,4.89873
1,18ss,119.492,137.253,-36.0119,6.19716,96,7.98269,8.06925
1,18ss,141.654,132.814,-38.3718,9.3453,91,16.4838,10.9181
1,18ss,95.0948,101.816,-48.3052,40.6675,72,6.68748,7.54448
1,18ss,111.337,100.393,-44.0586,51.0436,44,21.2212,9.38144
1,18ss,115.274,102.058,-44.5362,62.0462,33,23.6866,10.8228
1,18ss,96.1064,114.024,-43.0182,34.8913,41,4.79723,6.46851
1,18ss,116.813,108.264,-42.7288,53.3685,34,16.7784,9.68552
1,18ss,120.93,109.685,-42.9799,57.7058,40,24.1201,10.3371
1,18ss,117.263,114.157,-41.8979,53.43,36,19.8778,9.37762
1,18ss,119.575,102.329,-40.6214,61.4859,50,24.3583,11.2379
1,18ss,127.51,106.196,-44.5577,60.1921,85,27.7805,11.591
1,18ss,132.252,117.111,-44.7099,48.6056,81,30.5948,9.75161
1,18ss,140.916,99.5825,-42.6443,19.1684,67,45.8313,4.43918
1,18ss,127.519,120.908,-42.2363,51.9355,58,24.3582,10.0167
1,18ss,140.098,121.631,-41.77,12.9613,91,41.368,3.82997
1,18ss,136.475,118.906,-42.0662,23.2257,117,48.8755,6.45638
1,18ss,124.116,118.215,-41.5984,57.8825,44,18.9923,10.6884
1,18ss,147.807,101.015,-45.076,11.1867,31,40.2576,2.68335
1,18ss,146.771,110.3,-45.0071,21.8014,103,43.2652,4.60451
1,18ss,166.234,111.786,-44.5832,40.5317,126,35.7377,16.613
1,18ss,162.232,121.124,-44.4882,32.0811,122,31.3883,13.7589
1,18ss,155.127,105.206,-43.7227,27.8689,56,49.6354,5.89508
1,18ss,153.979,113.508,-44.2054,39.0241,88,41.7728,11.5985
1,18ss,170.976,101.643,-43.6603,36.9562,176,36.5244,15.3994
1,18ss,165.079,100.325,-43.0148,37.0963,174,40.8993,10.4165
1,18ss,154.94,120.496,-44.269,30.772,126,31.7056,14.8206
1,18ss,157.669,110.831,-43.1949,46.6071,99,41.3054,14.1309
1,18ss,161.673,112.799,-42.2514,43.0851,73,40.5157,10.7853
1,18ss,147.188,113.701,-41.7233,19.1472,52,37.0201,4.62662
1,18ss,178.931,104.945,-44.7391,33.5432,180,31.3443,12.0569
1,18ss,186.376,120.087,-44.8899,5.16652,38,2.44665,1.93601
1,18ss,174.128,112.688,-44.1594,32.2521,118,21.2468,17.8045
1,18ss,180.316,110.775,-41.7734,19.2868,166,15.7636,17.9303
1,18ss,187.403,110.608,-42.3717,5.43646,32,2.44662,2.74063
1,18ss,172.573,106.635,-41.7788,39.533,107,34.2698,15.9608
1,18ss,87.6983,143.661,-46.4232,5.29888,96,5.02437,8.93185
1,18ss,95.9981,128.955,-45.3635,13.39,219,5.71901,15.8833
1,18ss,91.0005,133.83,-44.9746,5.83341,84,6.22654,10.4563
1,18ss,85.371,134.833,-43.6782,5.56633,115,5.30653,10.2786
1,18ss,94.5489,139.397,-42.4364,5.30884,109,5.27576,9.43163
1,18ss,85.3366,125.383,-41.8782,11.5626,119,5.32705,33.5353
1,18ss,107.188,128.172,-44.5949,15.7558,167,8.7327,11.5042
1,18ss,102.133,137.786,-44.4946,5.50378,58,5.06627,5.93909
1,18ss,112.526,143.567,-45.5189,4.8969,81,6.67685,5.21097
1,18ss,98.0961,134.691,-47.31,6.39354,78,5.19315,7.24729
1,18ss,121.318,127.646,-43.0508,20.6752,187,13.0102,9.64626
1,18ss,107.973,141.961,-44.126,4.59573,145,5.71703,6.28774
1,18ss,111.44,133.168,-44.8171,6.52799,121,8.54353,5.27545
1,18ss,108.884,147.849,-41.4635,4.44744,59,6.04667,7.51077
1,18ss,102.087,129.995,-42.1539,14.2115,154,5.6618,16.4606
1,18ss,115.779,139.336,-41.1463,5.56574,124,10.4458,6.52423
1,18ss,120.33,133.932,-41.6687,6.66689,88,10.4018,5.76301
1,18ss,133.404,134.3,-44.2852,5.78433,53,19.132,4.68715
1,18ss,127.154,125.291,-43.165,33.4403,127,21.7179,9.17227
1,18ss,126.809,135.691,-44.3187,5.988,59,13.9595,5.70845
1,18ss,140.603,127.743,-43.0787,10.8041,77,29.4278,4.82487
1,18ss,130.683,128.148,-40.5908,10.0433,93,21.0604,5.6448
1,18ss,134.069,143.744,-40.4578,8.78156,183,14.6521,15.3987
1,18ss,159.002,143.829,-46.3084,20.5937,254,14.2152,44.8461
1,18ss,152.259,137.605,-44.4577,10.8002,135,19.855,16.5898
1,18ss,158.215,131.408,-43.7894,25.6228,86,26.903,16.7434
1,18ss,153.528,133.08,-44.1245,21.9282,105,30.3482,9.99326
1,18ss,161.968,125.695,-41.8291,28.2079,181,28.1742,28.3984
1,18ss,148.843,128.39,-41.3696,16.3648,87,29.9497,8.85197
1,18ss,150.655,142.029,-40.9102,17.9798,213,23.3109,22.137
1,18ss,171.908,128.935,-46.2866,23.3609,248,17.7245,20.8398
1,18ss,173.26,124.852,-43.1277,16.9744,238,15.9374,16.5764
1,18ss,175.292,137.087,-42.8884,5.44848,36,2.07544,1.75958
1,18ss,93.2408,169.905,-44.6865,8.34783,248,8.22025,23.7104
1,18ss,91.2896,149.722,-45.7001,4.97478,116,5.44134,8.88279
1,18ss,87.475,166.293,-40.5011,8.22544,255,5.55307,39.8757
1,18ss,115.583,166.225,-45.9712,19.5396,156,15.0229,26.0745
1,18ss,117.991,152.034,-46.6238,5.63022,139,6.51992,10.5549
1,18ss,120.765,161.644,-44.8998,9.89061,246,8.11649,28.6967
1,18ss,104.444,149.991,-43.884,5.26981,130,4.56816,10.0339
1,18ss,105.19,160.745,-43.5754,6.38081,161,8.47447,12.2904
1,18ss,112.673,152.797,-44.0821,5.76662,101,5.94687,14.5188
1,18ss,115.917,157.41,-44.3399,7.26395,153,7.32732,18.9377
1,18ss,109.816,173.002,-42.0793,6.25781,98,3.80201,3.87937
1,18ss,100.021,157.518,-43.3464,5.87816,119,6.38916,16.8515
1,18ss,138.398,149.062,-46.3097,10.6584,243,17.4382,18.1442
1,18ss,127.478,156.643,-46.2024,12.2013,195,8.82749,24.4785
1,18ss,137.189,158.388,-45.5178,13.3139,255,15.2634,31.6838
1,18ss,126.55,162.364,-44.4498,15.9964,252,9.7105,38.1893
1,18ss,123.179,172.58,-44.8028,5.09574,38,2.68801,3.12323
1,18ss,144.876,149.325,-43.8301,18.3576,214,20.6385,23.4935
1,18ss,132.386,155.705,-46.5972,14.1339,245,17.5278,27.4825
1,18ss,137.864,169.178,-42.2812,5.67254,37,2.04265,2.11153
