no,stage,x,y,z,tbxta,sox2,thbs2,id3
1,18ss,96.0916,58.8398,3.30169,1.65256,7.26251,3.10752,1.50672
1,18ss,114.37,66.6635,0.689072,2.65559,6.50827,2.6217,2.3585
1,18ss,105.048,70.2655,2.0755,1.8763,7.03489,2.90594,1.35184
1,18ss,118.713,48.216,2.29178,1.87325,5.76939,2.52563,1.84572
1,18ss,104.667,47.4676,3.19839,1.81659,6.42434,2.61957,1.93876
1,18ss,102.813,60.9576,3.36331,2.48071,7.25402,2.85634,1.36343
1,18ss,95.7003,16.7109,-6.81614,0.604282,4.57359,3.05016,0.471927
1,18ss,114.302,22.4883,-4.41689,0.902055,4.96497,3.48062,0.693101
1,18ss,104.699,22.1633,-2.05669,0.892682,5.77928,4.02472,0.712968
1,18ss,109.1,31.6549,-9.04406,2.23765,4.32808,5.56499,2.44173
1,18ss,97.3545,38.2656,-7.64728,1.73641,4.56028,4.10583,1.75536
1,18ss,111.615,41.3096,-8.78864,1.34285,4.25284,2.42824,2.36402
1,18ss,115.227,36.0127,-5.66702,1.26373,4.37672,2.54982,2.48426
1,18ss,105.46,34.7152,-4.93777,1.98249,4.79221,3.44568,2.0846
1,18ss,116.777,31.299,-4.46879,1.23243,5.05891,2.41973,2.1014
1,18ss,97.5263,24.1637,-3.93224,0.848605,5.24856,2.52922,0.635628
1,18ss,120.663,27.9931,-7.63136,1.72938,4.53763,4.20504,2.78092
1,18ss,138.503,34.7019,-8.16024,1.99639,4.3877,3.80159,3.14131
1,18ss,130.212,42.2683,-8.06558,2.45777,4.32588,2.18609,2.6023
1,18ss,134.34,28.2685,-7.76039,1.10217,4.50408,2.95769,1.23409
1,18ss,143.336,41.4858,-5.86655,2.71557,4.32636,3.31666,3.48181
1,18ss,133.739,46.5909,-5.32471,1.77175,4.56774,2.18736,3.50271
1,18ss,123.084,34.7722,-4.30015,2.33001,4.62505,2.62849,3.02598
1,18ss,123.04,23.6176,-3.10706,0.739836,4.69641,2.6953,0.725267
1,18ss,131.408,31.9938,-1.80857,2.62298,4.50222,2.55618,2.15258
1,18ss,120.869,40.0909,-4.32813,1.86226,4.74333,2.15261,2.97457
1,18ss,125.466,29.6444,-3.63765,2.68697,4.47987,4.11011,2.52175
1,18ss,137.67,39.516,-1.65415,2.00232,4.55259,2.94023,2.80451
1,18ss,140.757,35.1867,-1.85983,2.04982,5.13651,3.65029,2.20895
1,18ss,158.441,33.9669,-8.45655,0.704355,4.3191,1.90243,0.748744
1,18ss,148.954,45.7299,-4.7054,8.31549,4.96061,13.5277,6.73503
1,18ss,162.244,34.3554,-3.37207,0.572761,4.54664,1.65299,0.419776
1,18ss,150.14,36.3932,-3.68384,1.66927,4.02224,2.16649,2.27994
1,18ss,164.691,37.3422,-3.30008,0.651803,4.99672,2.72787,0.483934
1,18ss,154.71,40.4625,-2.21376,1.89635,4.414,2.32793,2.65871
1,18ss,156.873,44.5757,-1.60472,3.18526,4.70474,6.05179,5.62879
1,18ss,169.534,46.7338,-7.25731,1.20879,3.99082,2.89277,0.960547
1,18ss,115.627,49.8513,-7.43817,1.95031,4.7475,2.49553,3.61292
1,18ss,98.4466,47.3402,-7.34197,1.23992,5.1239,3.14584,2.21627
1,18ss,101.084,66.5307,-7.91183,2.3845,6.75152,2.72888,3.41322
1,18ss,103.423,47.5554,-7.18919,1.64432,5.33633,3.16807,3.89599
1,18ss,108.886,49.1038,-6.35278,2.3124,5.44037,2.61861,3.35294
1,18ss,106.602,58.2864,-8.53692,4.52512,6.69011,3.94196,6.82606
1,18ss,99.9958,60.1942,-6.67916,1.84907,6.1797,2.65584,2.40863
1,18ss,112.531,63.4162,-5.77277,2.60228,5.37609,2.67227,2.5365
1,18ss,118.106,65.5128,-4.67296,1.80347,5.73767,2.54844,2.86242
1,18ss,100.749,51.0923,-3.07287,2.31967,5.92943,3.19196,2.27225
1,18ss,109.389,52.1695,-1.95799,2.27543,5.6242,2.93292,2.13458
1,18ss,126.044,48.8481,-6.04139,2.22218,4.80079,2.35186,4.33524
1,18ss,128.366,61.021,-7.26223,2.09234,5.17141,2.38236,4.00504
1,18ss,142.812,64.1523,-6.67038,2.442,4.70676,2.60881,4.22499
1,18ss,130.166,53.8786,-5.31906,1.48321,4.83871,2.22466,3.04788
1,18ss,120.721,51.8657,-4.75577,1.73814,5.13999,2.21291,2.52838
1,18ss,134.246,64.1755,-5.90734,2.04879,5.09726,2.34295,3.48248
1,18ss,142.615,55.1406,-4.42737,1.77729,4.50123,2.18475,4.55588
1,18ss,129.364,68.9707,-4.29769,2.36696,5.47419,2.35447,2.92246
1,18ss,139.61,67.7942,-4.11481,2.26405,5.02768,2.71065,3.61872
1,18ss,123.374,62.7006,-3.72104,1.5516,5.30451,2.41919,2.18777
1,18ss,139.149,50.1056,-3.87321,1.75842,4.34839,2.23892,3.54011
1,18ss,136.994,57.1857,-2.08315,1.38386,4.87097,2.3886,4.40948
1,18ss,166.548,62.8637,-8.35733,3.49106,4.50101,3.73263,4.45329
1,18ss,163.606,48.1279,-6.18208,3.75068,4.21838,4.50706,4.53366
1,18ss,157.575,55.2898,-6.58799,2.21995,4.32148,2.9122,4.28663
1,18ss,154.125,68.7821,-5.14146,2.10428,5.10062,2.45294,4.22251
1,18ss,167.551,52.7093,-5.03259,2.56261,4.46462,5.09817,3.90928
1,18ss,151.127,53.3322,-4.33581,1.77601,4.34613,2.51625,3.2181
1,18ss,158.728,65.7675,-3.76195,2.35897,4.76982,3.09327,3.70283
1,18ss,176.967,67.0037,-7.63925,6.54364,7.62715,7.67301,6.37572
1,18ss,176.014,56.743,-6.18928,1.01976,4.61502,2.97861,0.841796
1,18ss,171.022,58.8687,-5.76037,1.64736,4.86542,7.74276,3.17036
1,18ss,173.354,66.1618,-2.46207,2.97596,5.73866,3.85192,4.13225
1,18ss,95.7143,82.7546,-8.02411,3.60664,6.65219,2.67603,1.04342
1,18ss,103.457,81.3663,-7.25888,3.09495,6.82925,2.54614,1.40963
1,18ss,103.043,71.6537,-6.82917,2.29688,6.31918,3.17412,2.20898
1,18ss,114.432,93.2943,-6.10168,3.00927,7.77109,2.78371,3.7315
1,18ss,105.509,91.451,-6.3215,2.52505,7.87574,5.32341,2.19643
1,18ss,109.714,73.8533,-4.83606,2.50033,6.31305,2.51712,2.23973
1,18ss,117.078,86.0924,-4.80954,2.8324,7.1903,2.90739,1.74004
1,18ss,114.664,76.2746,-6.7914,3.64244,6.09615,2.64096,2.49344
1,18ss,120.43,72.7846,-3.86395,2.23971,6.01472,2.54266,1.66356
1,18ss,109.977,85.7279,-4.56726,3.17912,7.64089,3.0038,1.79308
1,18ss,100.338,73.2898,-3.17841,2.08946,6.60606,3.31495,1.4033
1,18ss,100.279,90.1364,-3.27245,2.21542,7.76874,3.27666,1.49255
1,18ss,98.1595,82.4862,-1.94406,2.12145,7.79979,3.28028,1.23906
1,18ss,139.778,76.4294,-8.24713,2.02504,5.54291,2.37876,3.74699
1,18ss,143.603,89.4086,-10.0108,2.59755,6.22285,2.88287,3.19279
1,18ss,140.856,81.8882,-7.83084,3.44754,5.84068,2.70296,4.16575
1,18ss,123.915,86.4071,-5.84385,2.38074,7.24094,2.66893,1.94706
1,18ss,138.949,93.767,-6.23998,3.2912,7.19941,2.66746,2.06905
1,18ss,128.131,82.1899,-5.56706,3.73204,6.35611,2.69386,2.07888
1,18ss,135.913,74.2655,-4.86425,2.4827,5.47228,2.54138,3.33236
1,18ss,125.545,76.6953,-5.49265,3.76008,6.5405,2.97557,2.56311
1,18ss,133.659,79.5692,-3.01471,2.30371,6.63262,2.80691,2.78361
1,18ss,135.598,84.3368,-3.38688,2.8348,7.0698,2.84696,3.19475
1,18ss,144.63,89.4711,-2.7656,2.5659,7.48176,3.31289,2.92799
1,18ss,167.788,78.9419,-7.56215,6.28552,8.6247,5.31825,4.92037
1,18ss,164.978,89.4335,-7.81112,3.09751,6.16481,3.0172,4.14156
1,18ss,150.232,89.9623,-7.89308,3.81493,6.90359,2.97609,3.46821
1,18ss,159.761,85.2475,-7.75328,2.72343,6.31853,2.93251,4.12042
1,18ss,156.21,94.3941,-6.70495,2.68705,7.14846,3.12467,3.68836
1,18ss,155.952,80.5477,-5.54953,2.60522,6.11361,2.70365,3.70741
1,18ss,164.531,72.1396,-4.51885,8.51749,6.77008,10.0038,7.48962
1,18ss,148.621,71.413,-4.96466,3.24644,5.44524,2.65576,6.41861
1,18ss,163.611,80.001,-3.97376,3.52112,6.54232,3.18789,4.39373
1,18ss,148.161,81.8209,-4.30793,3.76347,6.5395,2.72491,3.30438
1,18ss,167.648,92.1211,-1.84079,3.29428,7.33095,3.24893,5.29397
1,18ss,184.119,75.0691,-8.19672,1.39545,6.44976,3.6948,1.09378
1,18ss,174.133,72.4459,-6.10462,5.79917,7.37425,5.64273,6.50604
1,18ss,177.995,78.4838,-6.76549,3.46113,5.8729,3.30227,5.25094
1,18ss,174.593,94.2853,-5.03007,8.66446,8.78945,3.4285,9.73749
1,18ss,179.674,86.3864,-4.40378,9.17772,11.545,2.93565,9.75946
1,18ss,172.596,78.5477,-2.97313,3.94336,6.62853,3.24912,4.08133
1,18ss,96.9578,110.334,-7.88557,3.09303,8.59973,3.17333,1.24062
1,18ss,115.37,113.877,-6.70314,2.86319,9.55034,3.30136,2.09052
1,18ss,108.851,97.5234,-4.55064,2.83322,8.92951,3.15757,2.29119
1,18ss,106.595,106.596,-5.91569,2.61698,8.16501,3.14275,2.13792
1,18ss,111.841,92.5755,-11.3153,4.38948,6.72233,2.66309,2.94415
1,18ss,106.519,73.9217,-10.6317,5.34594,6.10899,2.70946,3.33153
1,18ss,102.142,78.1027,-10.4122,6.84272,6.15594,2.66903,1.54113
1,18ss,99.5619,95.3611,-9.8263,4.16571,7.01966,2.58877,1.58702
1,18ss,110.841,86.5312,-11.0926,4.7682,6.96318,3.02522,2.22443
1,18ss,97.0502,73.9654,-8.46244,3.34314,6.8297,2.65443,1.7953
1,18ss,116.581,82.5225,-8.76713,3.62895,6.49003,2.83918,2.80897
1,18ss,132.295,91.2228,-14.6351,6.57073,6.11192,2.49833,3.55485
1,18ss,139.884,82.8255,-16.2816,4.02309,5.68575,3.00281,4.69087
1,18ss,145.061,87.4229,-17.7517,4.44671,5.16719,2.90448,3.14828
1,18ss,132.197,93.8952,-15.801,8.6289,6.04663,2.56917,5.80886
1,18ss,138.229,91.8747,-15.1537,4.102,6.72891,2.98452,3.84218
1,18ss,123.059,85.3326,-12.2119,4.60305,6.07807,2.55748,3.27122
1,18ss,122.765,78.405,-11.6785,5.6991,5.45405,2.50151,3.12302
1,18ss,132.341,83.122,-11.7444,3.78685,5.91579,2.78633,3.72522
1,18ss,123.691,94.9752,-11.5364,4.1283,6.46954,2.93927,2.58621
1,18ss,124.846,73.7523,-11.1461,3.47885,5.65393,3.20641,2.92047
1,18ss,131.644,77.5116,-10.9949,3.03905,5.53309,2.98772,3.725
1,18ss,128.397,91.6987,-10.7934,3.54347,7.15622,2.98894,1.96786
1,18ss,136.362,87.6586,-8.83476,2.52541,6.2512,2.62488,3.17042
1,18ss,137.901,90.5184,-10.0118,2.68273,6.42449,2.65466,3.21749
1,18ss,152.285,87.7969,-15.0772,3.11427,5.70298,2.76258,4.30822
1,18ss,150.471,78.9845,-15.5258,2.61137,4.8353,2.64644,5.19356
1,18ss,145.18,79.8718,-13.1048,2.13048,5.51799,2.87613,5.20037
1,18ss,165.398,89.8881,-14.4417,4.40886,5.79269,2.97073,4.01785
1,18ss,163.221,76.9019,-12.3739,4.21343,5.50199,4.60771,5.60157
1,18ss,165.792,72.2493,-11.1402,5.77094,5.56969,6.90161,8.23177
1,18ss,157.43,75.8443,-10.8837,2.29623,5.28325,2.68045,4.27115
1,18ss,153.776,82.6704,-10.7644,3.73919,5.64347,2.41924,3.27185
1,18ss,169.901,93.4348,-10.2254,11.6376,7.18213,3.9375,7.30062
1,18ss,155.375,88.9221,-9.44253,2.95817,6.60569,2.90272,3.83599
1,18ss,174.914,93.1805,-14.7377,5.80209,6.26933,3.06045,5.30088
1,18ss,190.929,85.6491,-14.4171,0.657936,4.21726,1.73627,0.558962
1,18ss,170.931,80.6388,-13.0093,3.71161,6.14451,3.53055,6.51162
1,18ss,178.131,80.7202,-12.6596,2.8546,5.50636,3.1573,6.72789
1,18ss,185.615,90.5638,-11.1005,1.72809,6.86228,2.52687,1.47053
1,18ss,186.385,83.2328,-11.1763,1.62395,6.85876,2.28598,1.38002
1,18ss,180.06,73.883,-9.54745,5.54709,11.0583,7.88896,8.69587
1,18ss,172.373,88.1104,-8.35396,7.83478,7.73598,3.77652,8.85629
1,18ss,181.171,90.3043,-10.0858,7.0416,12.362,3.05712,10.3518
1,18ss,95.5543,105.299,-9.63975,4.16163,6.86208,2.98294,1.85904
1,18ss,115.007,117.727,-13.5781,1.90125,9.62884,2.87564,1.35381
1,18ss,115.824,100.645,-12.7863,5.58959,6.59356,3.27477,2.32422
1,18ss,106.199,96.6295,-11.4994,3.79991,6.88865,2.7226,3.09711
1,18ss,108.101,103.431,-11.7609,4.5058,6.92773,2.78722,1.85707
1,18ss,101.254,103.096,-11.2581,5.35206,6.8079,2.85506,1.59288
1,18ss,103.134,108.203,-10.729,3.47747,7.50923,2.84587,1.48243
1,18ss,114.933,105.203,-10.1722,3.66439,7.07723,2.931,2.26875
1,18ss,110.232,108.075,-9.56961,2.76945,7.44896,3.16158,1.91438
1,18ss,118.974,108.594,-8.51161,3.33775,8.1615,2.8809,1.90585
1,18ss,101.095,116.72,-10.5484,2.46133,9.78066,2.80502,1.48564
1,18ss,110.87,118.435,-10.3297,1.67686,10.6097,2.95287,1.81776
1,18ss,125.327,118.157,-15.5923,2.49707,11.1664,2.95497,2.54218
1,18ss,142.735,112.397,-16.5209,4.43426,9.66347,3.26371,7.57236
1,18ss,125.747,102.518,-13.3617,7.67208,6.95532,2.70457,3.1863
1,18ss,137.729,119.571,-13.0788,2.05294,13.975,3.31604,5.23854
1,18ss,137.139,113.023,-12.6686,2.69274,11.3597,3.06693,5.53003
1,18ss,124.143,112.667,-12.4128,2.6367,8.69107,3.07427,2.488
1,18ss,134.544,95.7353,-12.3801,3.92884,6.59489,2.69602,3.26147
1,18ss,130.486,113.88,-10.9807,2.67096,9.67909,3.18873,3.73597
1,18ss,131.671,101.53,-10.8006,4.41741,7.57528,2.89784,2.17831
1,18ss,137.391,104.083,-10.4839,4.31651,8.23331,3.24243,5.0786
1,18ss,143.732,104.469,-10.1253,3.90012,8.21709,2.98068,3.36796
1,18ss,121.823,102.663,-10.8639,5.64445,6.99752,3.01452,2.62595
1,18ss,130.35,119.503,-9.44207,2.28866,11.3754,3.4516,5.20887
1,18ss,142.604,98.3404,-11.5093,3.06321,7.30217,3.05801,3.02194
1,18ss,142.006,114.913,-8.57215,3.79537,13.2457,3.88726,7.59514
1,18ss,150.765,107.785,-14.9413,10.3242,9.48772,3.24814,10.6272
1,18ss,151.418,114.021,-14.7824,7.59675,11.7083,3.35539,11.7101
1,18ss,146.783,111.843,-14.2433,6.26583,11.223,3.11334,12.5812
1,18ss,156.778,96.26,-14.2375,3.27284,6.3482,3.15665,4.46223
1,18ss,154.572,101.635,-13.3944,3.75543,6.95424,3.14736,5.40591
1,18ss,163.852,118.024,-16.2268,5.72998,13.8926,2.87871,9.82411
1,18ss,160.792,99.0478,-13.4385,3.59706,7.05003,2.87823,4.27276
1,18ss,160.123,104.982,-12.8468,16.7938,13.1665,6.75085,10.4812
1,18ss,156.416,108.506,-12.7549,12.7481,16.7138,3.43638,10.4518
1,18ss,147.296,117.511,-11.8038,6.53221,16.971,3.23476,9.68844
1,18ss,167.554,116.059,-12.1411,3.14817,8.90094,3.14714,4.17935
1,18ss,149.126,102.632,-11.6326,3.44578,7.40445,3.19992,4.68468
1,18ss,169.265,100.864,-12.2089,8.10409,10.8661,3.99381,7.45735
1,18ss,152.315,118.397,-9.50321,5.9241,11.3464,3.26032,9.30346
1,18ss,181.966,100.245,-14.9382,2.91109,5.4852,3.04304,5.77225
1,18ss,173.945,106.491,-14.0084,11.5637,13.291,3.33877,8.48553
1,18ss,177.821,97.5009,-11.4493,9.47109,8.94618,4.2456,9.47804
1,18ss,177.739,114.413,-11.5596,1.16991,6.30449,4.29496,0.862147
1,18ss,190.804,96.5203,-11.1816,0.758701,5.60113,2.90517,0.552406
1,18ss,171.681,104.772,-9.83589,10.569,14.8807,3.19365,8.19687
1,18ss,185.734,107.198,-10.2989,0.840883,5.85885,2.49761,0.611907
1,18ss,103.796,134.446,-14.5527,1.45122,14.4664,3.54401,1.46033
1,18ss,108.961,136.431,-15.888,1.36686,14.0837,3.38079,1.93541
1,18ss,99.1671,130.494,-14.4406,1.47513,14.9367,3.61466,1.32913
1,18ss,118.475,133.454,-12.4188,1.74463,14.7396,3.50124,1.73797
1,18ss,105.288,141.62,-12.2341,1.70015,17.071,3.45521,1.50948
1,18ss,101.159,124.045,-12.6049,1.63956,11.9412,3.1085,1.58675
1,18ss,113.152,125.923,-11.5643,1.48945,13.4247,3.21536,2.27253
1,18ss,100.328,138.544,-11.6335,1.61162,17.512,3.57357,1.19981
1,18ss,118.209,121.451,-10.4538,1.70564,11.7344,2.97965,1.78564
1,18ss,103.39,125.503,-9.59927,1.57385,14.0927,3.28,1.7133
1,18ss,108.515,127.799,-9.95665,1.75433,14.2824,3.18331,1.85519
1,18ss,112.774,130.246,-8.91348,1.6969,16.3099,3.54433,2.8523
1,18ss,128.095,133.896,-15.4349,2.11641,16.4086,3.03863,2.55576
1,18ss,142.012,124.923,-14.3109,3.54089,14.158,3.18045,9.08045
1,18ss,123.286,132.15,-14.3142,1.85372,13.4073,3.3145,2.81689
1,18ss,135.761,138.825,-14.0777,3.30019,15.9749,3.42927,2.08149
1,18ss,127.664,128.774,-14.1177,1.58139,14.6106,3.32353,2.41236
1,18ss,135.7,127.288,-11.1979,1.99351,15.9473,3.47187,5.89582
1,18ss,125.301,121.691,-10.0949,2.41709,13.8258,3.29495,2.13196
1,18ss,124.393,140.3,-10.123,1.66861,16.5204,3.7727,2.6502
1,18ss,139.174,130.127,-10.3103,2.45269,12.8124,3.49776,6.95833
1,18ss,143.455,130.149,-9.72751,4.62217,14.953,3.3724,4.31441
1,18ss,123.575,136.098,-10.5687,2.46157,19.0934,3.71338,1.61144
1,18ss,138.087,143.608,-9.31952,1.44339,8.7603,5.36844,0.991672
1,18ss,138.806,133.941,-8.74534,3.5134,17.6087,3.76149,2.09101
1,18ss,140.392,141.227,-10.3313,1.46786,9.06462,3.22933,0.920375
1,18ss,150.667,123.315,-15.3203,3.1142,16.3289,3.05173,5.55959
1,18ss,158.241,121.773,-14.1538,5.44358,13.6108,2.8086,9.23019
1,18ss,150.579,133.208,-14.5117,1.79823,8.17429,2.40277,1.20241
1,18ss,146.495,144.123,-13.1473,0.890949,5.76634,2.28137,0.509114
1,18ss,146.98,126.336,-8.41904,2.92536,22.7895,3.18044,3.16261
1,18ss,161.979,128.32,-10.2472,1.15209,7.48283,2.93185,0.777834
1,18ss,95.8332,147.103,-15.3961,1.92285,17.5641,3.68667,1.0916
1,18ss,108.35,157.005,-15.2755,7.38394,34.563,4.03276,1.03334
1,18ss,119.309,160.955,-15.3923,1.38531,8.50968,4.23611,0.979377
1,18ss,104.85,155.846,-14.0383,7.97687,36.5114,4.82473,1.01955
1,18ss,109.57,150.282,-12.5635,5.63113,26.1492,5.89941,1.15145
1,18ss,96.7123,157.253,-13.3679,1.56392,16.5923,4.68194,0.968405
1,18ss,111.926,162.329,-12.5254,1.64502,9.81286,4.67958,1.19003
1,18ss,103.864,165.066,-11.6513,1.48769,9.32406,4.7734,0.955117
1,18ss,102.975,145.633,-11.7648,1.81907,20.8784,3.5168,1.07467
1,18ss,114.921,163.251,-9.85177,1.68739,9.78466,3.51576,1.05758
1,18ss,119.317,146.261,-8.16709,3.05511,27.8133,3.69551,1.29051
1,18ss,114.491,152.68,-9.43796,4.47868,28.194,3.8798,1.14277
1,18ss,138.651,147.373,-15.0361,1.22513,6.81084,4.02849,0.611864
1,18ss,130.278,161.472,-15.8191,1.211,7.85536,3.2553,0.743905
1,18ss,121.893,161.537,-13.2064,1.35778,8.35453,3.7203,0.851093
1,18ss,133.035,152.388,-14.364,1.41883,8.40786,3.17629,0.853856
1,18ss,129.86,153.269,-12.5484,1.53692,9.5441,3.74788,0.981303
1,18ss,122.327,151.203,-11.7209,3.23301,24.5462,4.4287,1.25506
1,18ss,124.822,155.442,-9.478,1.57428,10.6152,5.68688,1.06847
1,18ss,95.5542,169.549,-11.3588,1.51238,9.58327,5.56762,1.00095
1,18ss,101.885,122.845,-19.2247,1.42533,11.7581,2.83719,1.41711
1,18ss,107.578,130.718,-18.0073,1.38082,12.6641,3.03987,1.24503
1,18ss,112.788,136.322,-19.0555,1.46361,14.1141,3.12774,1.75203
1,18ss,98.2646,127.789,-18.4301,1.28908,13.0972,2.97286,1.52408
1,18ss,106.675,143.806,-19.4583,2.13392,15.6215,3.81684,1.24039
1,18ss,116.598,124.752,-17.1304,1.4121,11.5592,3.10098,2.68001
1,18ss,99.2009,134.09,-16.5655,1.34822,16.4961,3.14237,1.59871
1,18ss,110.898,126.719,-16.5176,1.49053,12.1008,2.99751,1.65282
1,18ss,106.756,124.24,-16.158,1.4019,10.0661,2.86725,1.55583
1,18ss,133.504,121.033,-20.8475,1.48584,9.50503,2.99816,4.51247
1,18ss,143.466,138.026,-21.8093,6.56807,13.5314,3.05913,2.39157
1,18ss,133.944,136.996,-21.2529,2.07411,15.8605,2.8225,2.0711
1,18ss,121.775,121.364,-21.2254,1.66566,8.74373,2.57537,3.04043
1,18ss,136.867,124.478,-19.4676,1.57264,14.4111,2.90235,3.40805
1,18ss,126.921,139.156,-19.1906,1.87818,15.5159,3.1537,1.31552
1,18ss,122.804,127.782,-17.4745,1.54773,10.9501,3.46663,2.23671
1,18ss,135.606,131.866,-17.271,1.97865,12.1143,2.90687,2.12515
1,18ss,129.947,122.133,-17.5851,1.65874,11.0354,3.12124,3.24098
1,18ss,144.022,130.131,-17.1318,5.92989,17.3272,3.13708,6.40675
1,18ss,140.43,139.23,-16.8467,2.80527,16.1518,3.44473,1.69701
1,18ss,127.795,143.861,-15.6449,2.15794,18.0453,3.32847,1.37774
1,18ss,123.347,123.436,-16.5427,1.6076,9.89166,2.86065,1.59699
1,18ss,146.484,135.126,-21.3687,9.072,11.7869,2.75378,1.42476
1,18ss,152.585,136.901,-21.1567,1.23005,5.28311,1.69016,0.63467
1,18ss,166.988,123.85,-20.662,2.21767,7.30987,2.21366,2.35683
1,18ss,154.81,124.389,-19.0822,5.82162,11.2515,2.55851,4.06641
1,18ss,154.292,128.936,-19.6846,4.65373,9.91166,2.44533,4.58896
1,18ss,149.606,129.446,-16.8924,4.40889,13.7336,2.66798,2.67856
1,18ss,160.982,127.341,-16.2177,1.62575,7.3483,2.40889,1.1245
1,18ss,172.697,128.329,-22.9089,0.472061,3.49113,1.91747,0.325396
1,18ss,97.7272,152.235,-20.3055,1.90344,13.6309,2.72536,0.92686
1,18ss,115.62,148.586,-19.5394,3.54136,21.3051,3.67434,1.14054
1,18ss,104.003,153.238,-19.2612,3.14616,16.3227,4.65707,0.939744
1,18ss,99.8458,160.505,-18.9467,1.8766,13.7987,3.91017,0.929056
1,18ss,109.168,165.963,-18.4065,1.6159,9.28124,9.30917,1.15369
1,18ss,97.5593,166.564,-21.7172,1.35124,8.02317,6.06784,0.919927
1,18ss,106.221,148.777,-17.0644,3.30398,15.8584,3.75616,1.04404
1,18ss,114.34,154.024,-16.6506,4.3743,20.3067,3.45838,1.04449
1,18ss,116.133,164.994,-16.7956,1.48377,9.2797,4.59542,1.03505
1,18ss,136.344,144.607,-22.9341,5.70421,16.6483,2.47808,2.10895
1,18ss,124.72,153.53,-23.4938,2.1567,19.4929,3.49083,0.878301
1,18ss,125.562,160.06,-18.9684,1.16573,7.24329,3.4972,0.75039
1,18ss,120.28,153.858,-18.3416,2.00838,19.0063,4.08002,1.1198
1,18ss,134.707,151.901,-18.0879,1.24756,7.10593,2.39986,0.750852
1,18ss,124.456,148.906,-17.8299,2.83226,22.2251,3.72807,1.37968
1,18ss,131.986,145.832,-16.0463,4.13827,15.7399,3.3274,2.74336
1,18ss,139.972,145.089,-16.0504,1.4971,7.05275,2.58382,0.726873
1,18ss,146.752,144.061,-22.3362,1.01281,4.3707,2.36189,0.476781
1,18ss,98.2466,21.6316,-13.5257,0.583574,3.63202,5.04492,0.491177
1,18ss,104.366,36.2104,-15.074,1.63303,4.1771,3.08895,1.68947
1,18ss,97.8061,32.9401,-13.4808,3.24887,3.60376,2.5265,0.61469
1,18ss,108.865,33.591,-14.1764,2.17326,3.96203,2.82487,2.12674
1,18ss,107.665,43.5398,-13.3097,1.43298,4.10803,2.42185,2.81369
1,18ss,102.164,42.7874,-11.7805,1.37521,4.45141,2.73486,2.36947
1,18ss,118.429,23.2168,-12.4266,0.715385,4.32719,2.6585,0.57424
1,18ss,108.353,24.0897,-11.638,0.778672,4.5288,2.68163,0.619097
1,18ss,112.883,28.6012,-10.2596,1.61781,4.4059,2.5343,1.44789
1,18ss,95.8842,23.7452,-9.93398,0.647636,4.01128,3.70204,0.506314
1,18ss,118.808,44.6674,-9.25281,1.78118,4.39462,2.20666,1.77029
1,18ss,101.649,23.3657,-9.69501,0.76793,4.58271,6.39124,0.69046
1,18ss,103.515,29.8498,-9.11579,1.56095,4.44414,4.54885,1.62223
1,18ss,133.127,22.8224,-14.9436,0.532722,3.41892,2.193,0.44331
1,18ss,130.766,29.5533,-14.4389,1.91929,3.76017,2.94211,1.93748
1,18ss,143.412,38.8844,-13.301,4.6379,4.05436,4.93211,4.58016
1,18ss,121.425,34.6112,-13.9192,1.23753,3.82001,4.74622,3.79003
1,18ss,124.788,28.7301,-12.6661,1.53908,3.89252,4.43601,1.73899
1,18ss,120.872,41.0361,-12.5644,1.60973,4.10342,2.6205,2.3547
1,18ss,126.896,24.6706,-11.4574,0.788853,4.02941,3.61093,0.676471
1,18ss,126.264,38.0925,-10.8241,1.59923,4.08748,2.60023,2.75253
1,18ss,132.312,36.7075,-10.7388,1.97249,3.9234,3.41908,3.07275
1,18ss,137.524,44.2735,-9.89199,1.66849,4.12826,2.17606,2.98093
1,18ss,144.429,31.1338,-9.3274,1.06052,4.57119,2.4858,0.883523
1,18ss,147.809,33.7549,-15.6779,2.37028,3.78003,4.56977,2.56351
1,18ss,153.767,45.3994,-13.3683,3.22105,3.61869,4.21711,4.48527
1,18ss,151.938,39.8213,-12.9096,1.523,3.61307,3.22257,4.71757
1,18ss,161.02,41.7865,-10.3344,2.28687,3.9998,4.04945,4.74968
1,18ss,146.872,34.5789,-9.25183,3.1263,3.99523,3.1004,3.03212
1,18ss,155.701,37.5484,-8.71686,1.83825,3.77386,3.24436,3.3858
1,18ss,110.367,50.6951,-14.5734,7.56565,6.88368,4.02998,8.89279
1,18ss,96.0245,54.6542,-14.6289,4.45495,6.28607,7.89412,4.95733
1,18ss,112.887,57.9136,-11.9122,6.67349,5.62494,6.11782,6.11382
1,18ss,100.698,62.4456,-12.3499,3.39772,7.18896,4.29965,4.98304
1,18ss,105.847,59.504,-13.1841,9.64465,6.8805,3.89623,9.03459
1,18ss,103.521,51.8222,-11.2385,4.10943,6.05414,6.21357,7.36243
1,18ss,118.959,66.3537,-12.1929,3.14095,5.31282,3.23692,3.41568
1,18ss,109.633,69.2687,-10.6381,4.31454,5.89431,2.8715,1.97148
1,18ss,128.793,63.5399,-14.2655,3.39583,4.73683,2.93949,4.33548
1,18ss,133.35,66.9233,-14.9219,2.05486,4.14523,2.6277,5.10454
1,18ss,120.918,54.0836,-14.13,1.32733,4.49392,2.343,2.88835
