no,stage,x,y,z,TCF_mRNA_levels,sox2,tbxta
3,18ss,115.399,126.175,228.221,3.63547,5.49839,5.50852
3,18ss,129.552,109.337,230.204,6.42325,3.26383,38.1319
3,18ss,108.477,127.39,229.598,4.14016,7.80531,5.14666
3,18ss,126.28,123.944,229.968,4.28297,12.2922,27.1568
3,18ss,124.633,132.184,230.627,17.4575,5.75949,5.72874
3,18ss,116.316,118.635,230.203,4.69882,3.67787,42.5052
3,18ss,129.6,121.75,231.788,4.3304,9.47328,28.9352
3,18ss,121.847,115.865,231.188,5.13018,3.59306,39.4122
3,18ss,124.4,111.558,232.169,5.08895,2.79134,26.701
3,18ss,118.913,126.343,231.672,9.60942,9.87238,5.88261
3,18ss,111.665,114.125,232.383,4.54308,2.67218,27.5904
3,18ss,112.239,128.299,232.272,8.95078,9.74004,4.95449
3,18ss,118.642,110.517,232.922,5.53315,3.47492,43.1557
3,18ss,139.508,109.529,229.554,8.91241,3.68233,31.8666
3,18ss,146.368,114.701,228.448,8.29372,6.86608,23.7137
3,18ss,143.091,133.198,229.793,19.2491,6.15593,5.31843
3,18ss,142.508,124.898,230.016,7.75413,6.04007,23.4667
3,18ss,153.383,112.238,230.694,9.06704,4.53241,19.455
3,18ss,148.626,112.139,230.99,15.3459,3.30617,10.8026
3,18ss,149.998,129.971,232.719,10.4108,6.53783,6.04354
3,18ss,156.252,118.844,230.51,11.4994,5.27091,22.5415
3,18ss,157.389,133.449,232.994,6.24928,7.95419,7.33021
3,18ss,140.189,115.271,233.068,4.89429,6.66498,45.6216
3,18ss,136.621,119.382,233.799,3.9978,6.33983,31.3264
3,18ss,133.765,111.368,233.11,9.64104,4.34567,55.4423
3,18ss,173.424,120.388,228.87,5.69417,7.55064,15.972
3,18ss,163.142,128.507,229.11,7.60082,7.03936,10.821
3,18ss,177.221,125.033,227.678,5.5052,8.82421,31.4873
3,18ss,174.227,129.437,228.494,4.72361,11.8385,20.5235
3,18ss,160.696,121.158,227.964,10.0353,4.5528,17.9245
3,18ss,162.121,116.899,229.14,11.2903,5.23699,19.8938
3,18ss,178.259,113.728,229.772,6.03756,6.71056,28.2005
3,18ss,159.402,112.532,229.795,12.7508,4.64203,32.3813
3,18ss,170.834,130.122,231.158,5.23383,13.6674,15.8753
3,18ss,129.602,60.8998,224,5.72157,3.68594,25.3158
3,18ss,113.005,77.7153,223.987,3.00405,7.25013,20.0061
3,18ss,120.335,66.7549,226.173,3.62832,6.9292,26.4755
3,18ss,145.346,74.12,222.739,4.32756,2.55916,18.7186
3,18ss,156.889,73.4634,222.713,4.22684,2.79444,17.8789
3,18ss,143.611,78.5051,225.533,14.0881,2.82522,22.5486
3,18ss,155.015,81.7635,226.098,6.86088,2.07544,11.5955
3,18ss,137.03,76.6908,226.695,10.2045,5.09381,28.5185
3,18ss,149.245,62.2151,226.162,9.62479,3.58397,13.6337
3,18ss,157.121,66.5311,226.669,7.33443,5.34314,22.353
3,18ss,138.307,80.4606,227.078,15.0326,3.58604,20.8425
3,18ss,135.654,59.3953,227.65,5.25924,4.01214,29.053
3,18ss,142.628,65.9003,227.818,16.662,2.89855,17.2052
3,18ss,160.031,63.7533,220.841,6.5047,5.21483,24.312
3,18ss,176.605,83.4757,221.758,6.0674,4.20071,24.887
3,18ss,162.86,66.8927,224.958,5.71652,7.74022,32.1899
3,18ss,159.344,80.9703,225.158,6.82478,2.01538,12.39
3,18ss,171.05,72.4276,223.384,7.40633,3.83001,20.8235
3,18ss,181.938,79.0626,226.192,5.49857,6.84381,32.6687
3,18ss,180.269,70.8693,225.659,10.4249,5.96194,30.5782
3,18ss,189.443,82.9742,222.109,4.15768,9.18083,27.5791
3,18ss,196.737,79.3497,221.483,4.21789,1.87996,4.02623
3,18ss,184.103,76.293,224.584,6.32217,8.76719,35.381
3,18ss,184.204,67.9549,224.371,6.70358,3.32001,12.7005
3,18ss,186.335,71.3258,224.013,5.08197,4.53686,15.5397
3,18ss,101.358,84.9176,223.247,1.84199,8.47862,17.0703
3,18ss,102.582,101.067,222.61,3.97581,4.10346,36.9604
3,18ss,112.981,90.3422,220.422,4.95713,6.49512,26.261
3,18ss,129.014,89.9015,221.35,7.74497,2.90402,38.659
3,18ss,121.64,94.036,223.464,8.04399,3.55723,46.1138
3,18ss,114.608,99.3999,222.653,3.76749,2.90313,38.3821
3,18ss,126.702,106.069,223.395,4.20608,3.04206,39.1002
3,18ss,109.295,104.988,225.095,3.66869,2.35488,24.6182
3,18ss,117.507,105.019,226.858,4.16921,2.38726,24.614
3,18ss,131.585,92.6743,227.859,8.74839,3.54401,41.8103
3,18ss,128.814,95.1502,227.488,8.08478,3.68239,48.292
3,18ss,130.466,87.8858,228.043,11.134,3.44672,33.5226
3,18ss,151.011,99.6045,223.908,12.8931,4.79322,29.0861
3,18ss,155.105,99.0635,222.738,11.8645,4.38524,27.5022
3,18ss,157.349,102.393,223.018,13.3916,4.52458,27.5523
3,18ss,144.809,84.9537,223.299,13.2375,4.86869,27.23
3,18ss,142.723,98.837,224.003,11.1166,3.57404,24.4329
3,18ss,141.896,90.3729,225.721,10.6009,5.29522,27.7688
3,18ss,134.078,97.0508,227.17,8.5018,3.20519,41.4382
3,18ss,150.953,94.9471,227.656,14.4175,2.8394,13.1927
3,18ss,172.776,102.047,223.386,9.38482,6.17592,34.3551
3,18ss,162.62,100.26,223.086,10.7631,3.17216,25.9079
3,18ss,165.754,88.9909,224.663,6.06107,2.39752,18.1101
3,18ss,181.189,89.4399,222.273,6.84737,6.71754,27.9849
3,18ss,160.395,108.253,224.73,12.0809,4.26635,29.1066
3,18ss,180.237,102.771,226.333,7.84381,5.3215,27.3809
3,18ss,167.008,93.6785,226.798,7.8146,2.79686,16.7487
3,18ss,204.47,90.3424,219.46,1.14014,1.0704,2.64563
3,18ss,191.02,96.2374,221.433,6.36718,5.75756,34.1245
3,18ss,184.836,93.3491,221.857,10.3952,6.25725,43.0798
3,18ss,201.049,93.1587,222.821,6.79222,1.69051,4.0294
3,18ss,197.295,104.659,223.315,4.44809,1.77034,4.73436
3,18ss,191.176,88.5364,224.816,5.35748,6.33078,24.9607
3,18ss,198.086,88.6667,227.112,4.5485,1.99181,4.85215
3,18ss,186.523,100.209,227.356,7.35678,5.0156,34.4307
3,18ss,192.327,94.2692,227.204,7.22719,3.7729,27.2861
3,18ss,104.212,124.475,225.147,2.2704,5.85313,4.42731
3,18ss,113.625,108.72,222.248,4.7596,2.93656,31.389
3,18ss,109.997,133.104,219.573,5.78067,4.98891,3.81487
3,18ss,132.428,116.787,224.874,6.10428,4.5615,51.6991
3,18ss,121.684,124.072,228.432,3.88775,9.47313,11.6871
3,18ss,136.007,116.343,221.867,7.59056,3.99354,35.8172
3,18ss,155.536,117.021,223.922,11.7888,5.74353,18.9703
3,18ss,137.951,127.593,223.38,5.42715,5.76813,21.1569
3,18ss,150.63,119.159,226.206,9.82166,4.96336,11.4048
3,18ss,146.031,120.397,225.775,4.66783,9.34729,40.1056
3,18ss,155.396,129.272,226.07,6.10458,6.26752,7.74477
3,18ss,150.73,124.104,228.23,7.04771,3.71763,9.3413
3,18ss,175.142,114.212,222.259,7.02712,10.2543,22.4363
3,18ss,168.258,129.93,222.868,4.92898,7.49534,14.0928
3,18ss,180.966,122.898,221.51,6.17499,6.87877,21.5373
3,18ss,170.618,109.772,223.799,9.00476,6.39166,38.6642
3,18ss,167.007,123.2,224.927,6.46935,6.97924,17.8202
3,18ss,180.792,126.629,224.413,4.49623,7.02733,28.829
3,18ss,181.944,110.418,225.785,8.11046,5.71501,29.428
3,18ss,165.72,112.857,225.418,19.0625,4.90111,28.9837
3,18ss,200.91,109.86,221.215,3.82134,1.32652,3.09969
3,18ss,190.961,131.321,221.623,5.57765,1.58342,3.08366
3,18ss,196.425,113.759,222.654,4.63922,1.60824,4.03608
3,18ss,194.889,117.225,222.22,3.76749,1.57611,3.45568
3,18ss,196.09,123.404,222.82,4.37942,1.62545,3.54119
3,18ss,186.361,116.372,224.619,5.84458,6.01863,23.3189
3,18ss,190.266,128.1,226.833,6.24269,1.76352,3.80199
3,18ss,194.31,112.063,226.161,3.49725,1.81884,4.4363
3,18ss,100.066,152.798,221.242,3.677,5.1451,3.24038
3,18ss,102.228,140.906,224.215,5.04179,5.65369,3.39511
3,18ss,105.951,151.331,227.38,6.03858,6.46766,3.8775
3,18ss,126.269,142.272,220.879,8.21972,5.27629,3.89254
3,18ss,114.77,153.323,222.259,4.23891,4.99563,3.59465
3,18ss,117.926,143.476,222.914,12.6076,4.82685,4.03265
3,18ss,130.612,135.985,223.051,10.8188,7.00922,4.9784
3,18ss,112.092,141.142,223.647,8.72222,5.91499,3.86655
3,18ss,126.485,156.043,221.755,5.90211,4.71792,3.73587
3,18ss,131.134,149.765,224.452,8.19792,3.93367,3.89192
3,18ss,122.542,149.624,227.899,7.1197,7.86066,3.89453
3,18ss,139.688,136.398,221.281,14.0855,3.26966,4.10207
3,18ss,138.206,143.197,221.468,10.8051,5.1554,4.32934
3,18ss,144.584,157.606,221.193,4.74151,5.45498,4.09742
3,18ss,155.963,134.877,222.996,6.38729,5.52686,12.0485
3,18ss,149.953,152.444,220.961,3.9442,7.46789,6.01409
3,18ss,143.925,138.236,221.592,6.56405,4.94274,3.98553
3,18ss,155.526,158.179,223.069,2.07791,10.3889,14.4312
3,18ss,137.221,154.607,223.639,5.63424,4.95564,3.79776
3,18ss,150.66,159.227,222.321,3.63468,8.3639,10.447
3,18ss,155.749,139.872,226.084,5.26169,7.28919,8.10148
3,18ss,146.723,141.011,227.145,8.5778,8.78515,4.6587
3,18ss,170.669,155.947,221.148,2.4848,1.84164,3.51203
3,18ss,158.232,140.796,222.139,5.09647,6.80336,8.05065
3,18ss,164.876,138.779,223.462,5.5254,8.46928,25.7118
3,18ss,174.4,135.654,223.238,3.91804,10.8015,16.3432
3,18ss,172.935,139.652,225.94,4.76336,11.288,15.8066
3,18ss,162.11,150.345,226.316,7.57352,12.2868,22.1063
3,18ss,178.646,147.371,225.881,6.99015,1.79783,4.22167
3,18ss,184.103,140.254,225.459,5.7879,2.07874,4.10546
3,18ss,103.013,167.118,218.931,2.38824,5.46161,3.25099
3,18ss,102.689,176.171,224.638,1.40735,6.94231,5.40977
3,18ss,108.09,163.772,226.005,2.87806,4.27914,3.34734
3,18ss,115.748,174.69,221.888,3.14147,8.33873,6.30539
3,18ss,117.737,164.61,222.34,3.3566,6.19082,3.7306
3,18ss,125.141,171.337,222.724,2.46088,8.46604,5.36242
3,18ss,132.443,171.747,223.325,2.47064,6.35843,5.53031
3,18ss,128.323,176.353,223.691,2.56243,9.36808,5.87296
3,18ss,121.398,168.426,220.709,3.24973,7.84353,3.89671
3,18ss,131.73,162.04,225.176,5.19712,6.26841,4.70537
3,18ss,113.115,164.454,224.335,3.00368,6.74369,3.87688
3,18ss,110.726,176.893,225.453,2.77645,9.48946,7.26876
3,18ss,124.814,175.94,224.934,3.30737,7.77965,7.77667
3,18ss,138.069,169.979,223.34,2.7115,6.93781,8.2826
3,18ss,147.062,165.576,224.456,2.73998,7.8713,9.59516
3,18ss,140.507,178.308,224.915,7.05691,2.07169,3.48682
3,18ss,150.251,174.588,224.845,7.50572,2.02393,3.58608
3,18ss,154.027,170.131,226.469,5.93974,1.9786,3.40132
3,18ss,136.539,180.286,226.47,6.03572,2.23218,3.17352
3,18ss,160.659,166.094,222.402,6.70951,1.89983,3.52951
3,18ss,165.677,167.481,225.007,2.47333,1.62784,3.28088
3,18ss,114.6,184.749,224.005,3.39258,2.0709,3.27953
3,18ss,112.217,189.196,225.54,1.25554,1.90291,3.50236
3,18ss,125.518,183.848,227.392,2.98396,2.1732,3.53578
3,18ss,121.418,185.279,227.742,2.91638,1.9331,3.66631
3,18ss,102.791,129.574,219.495,4.44699,5.30221,4.25024
3,18ss,101.718,115.751,220.05,3.93562,2.87124,32.4077
3,18ss,107.885,112.725,220.657,3.94667,2.63111,40.1511
3,18ss,131.13,112.916,215.788,4.20635,2.60317,26.8095
3,18ss,114.571,116.604,216.608,3.24217,2.23835,20.9885
3,18ss,121.09,120.442,217.23,3.60454,2.33063,19.7958
3,18ss,132.797,127.373,215.968,3.11685,7.40349,7.69666
3,18ss,130.894,131.911,215.293,6.28647,5.29484,5.01877
3,18ss,123.283,132.027,216.719,8.6634,5.72207,4.79183
3,18ss,126.169,115.119,216.614,3.91622,2.84618,33.1476
3,18ss,125.626,128.497,217.802,3.04548,9.72463,10.028
3,18ss,118.287,127.116,218.698,3.28805,5.342,9.05713
3,18ss,114.156,131.351,218.329,6.22503,4.40475,3.53825
3,18ss,127.006,120.253,218.4,3.6635,4.12397,35.8447
3,18ss,131.903,123.602,219.261,2.81148,6.71834,24.7061
3,18ss,110.985,125.276,222.275,2.15884,5.72321,4.61721
3,18ss,140.316,122.558,215.684,3.16052,4.38467,25.6059
3,18ss,150.409,131.56,216.068,9.20893,3.62259,5.05099
3,18ss,134.524,120.988,216.824,3.36628,3.71573,25.6496
3,18ss,140.867,132.245,217.009,12.8042,4.95277,5.9661
3,18ss,146.635,115.133,215.664,9.07798,3.62985,20.6693
3,18ss,156.136,113.462,221.171,9.91352,4.24881,15.1222
3,18ss,149.192,124.688,219.484,9.52018,4.14986,12.0235
3,18ss,145.59,131.111,219.388,14.9381,4.43939,6.84659
3,18ss,156.241,108.786,221.763,13.3398,4.54944,22.6927
3,18ss,167.031,130.494,216.381,9.60292,5.9308,11.8608
3,18ss,159.79,127.249,215.964,8.08071,4.73432,9.72188
3,18ss,166.252,119.131,215.94,5.80672,4.34205,21.0565
3,18ss,183.966,123.79,216.151,5.44139,4.44924,16.9102
3,18ss,164.272,127.858,217.489,12.0433,6.28052,8.94826
3,18ss,172.485,132.044,216.708,4.02752,7.9695,15.6922
3,18ss,165.478,112.898,219.49,17.6031,4.47799,28.8988
3,18ss,182.498,117.711,221.048,8.84238,6.69165,30.4116
3,18ss,170.627,118.123,221.064,4.82066,6.29635,25.6058
3,18ss,201.904,115.319,217.441,2.07435,1.14939,2.66391
3,18ss,206.001,108.284,216.722,1.91909,1.25519,3.21992
3,18ss,205.826,109.501,219.484,1.70431,1.19701,2.76671
3,18ss,189.181,109.489,222.099,4.53453,6.04498,21.7618
3,18ss,102.536,134.276,217.838,4.88838,5.7829,3.5961
3,18ss,106.919,136.935,218.244,5.71965,4.86244,3.67591
3,18ss,104.389,144.445,218.026,3.63185,4.13222,3.08504
3,18ss,121.975,142.656,215.818,8.76149,3.67106,3.36089
3,18ss,111.857,156.808,215.051,2.39385,4.27076,3.0083
3,18ss,127.064,136.529,216.467,10.4037,4.40015,4.14046
3,18ss,128.683,149.523,216.767,5.38769,4.76975,3.1033
3,18ss,117.373,134.051,216.422,7.89573,4.65414,3.65542
3,18ss,130.254,145.604,219.105,8.64999,5.6095,3.72213
3,18ss,108.933,149.569,218.432,5.58766,4.58588,3.04945
3,18ss,110.437,144.507,218.469,6.57019,4.81417,3.25969
3,18ss,118.981,149.741,220.253,2.95543,4.64029,3.1988
3,18ss,154.704,141.362,214.723,3.93615,5.78844,5.97349
3,18ss,146.364,154.965,214.249,4.03443,3.54086,3.3687
3,18ss,146.878,137.143,216.544,5.88889,4.44122,4.40376
3,18ss,135.401,150.453,216.144,5.09969,3.54856,3.47561
3,18ss,156.435,154.274,217.485,3.70697,11.7624,11.6993
3,18ss,134.93,135.441,217.904,10.895,3.65907,4.99188
3,18ss,146.383,153.43,219.615,4.59944,3.6945,4.08555
3,18ss,140.657,158.151,218.757,6.53727,5.12272,3.50728
3,18ss,152.833,147.073,218.399,6.02246,5.09724,5.02422
3,18ss,152.827,155.637,219.164,3.35428,7.12803,10.8484
3,18ss,149.421,141.752,220.7,5.95411,7.99583,4.65457
3,18ss,158.884,138.842,215.852,4.77933,8.37663,7.23515
3,18ss,173.46,153.763,216.026,1.97753,1.86886,3.29937
3,18ss,178.523,133.795,217.661,3.18097,6.23373,20.0263
3,18ss,173.781,137.96,216.482,3.66345,9.05802,19.9407
3,18ss,170.765,142.095,220.826,3.08559,7.26699,16.1136
3,18ss,162.841,149.777,219.796,5.71453,10.8433,20.0967
3,18ss,167.851,146.81,220.54,3.27643,11.6977,17.0175
3,18ss,177.104,150.999,221.833,5.18201,1.8338,3.67026
3,18ss,188.932,135.102,217.045,4.37376,1.40384,3.09951
3,18ss,100.179,180.245,217.659,1.15801,2.76569,3.00425
3,18ss,107.128,171.408,219.713,2.39216,6.47913,4.5971
3,18ss,105.143,175.081,219.223,1.63839,6.22972,4.10319
3,18ss,105.599,183.091,221.187,2.06404,1.75366,2.98111
3,18ss,120.68,169.801,215.449,2.57636,6.2548,2.97467
3,18ss,128.022,161.374,216.213,1.99992,4.03338,3.24564
3,18ss,129.998,169.865,217.123,1.48066,6.99197,3.98489
3,18ss,111.555,174.253,218.521,1.95789,6.96758,5.56435
3,18ss,122.145,180.705,217.1,1.38577,2.0661,2.95806
3,18ss,121.83,175.74,218.037,2.13751,3.88251,6.00527
3,18ss,111,168.332,219.46,2.27655,6.15046,3.58495
3,18ss,130.299,179.68,219.115,1.65788,3.03182,3.36328
3,18ss,114.819,168.907,220.794,2.86749,3.86,3.288
3,18ss,109.106,162.886,218.412,3.26679,4.88029,3.1954
3,18ss,123.631,159.889,219.354,2.1478,4.21736,3.15049
3,18ss,148.655,172.668,218.062,3.66253,1.8326,3.28742
3,18ss,142.545,163.485,219.253,2.43371,4.91786,4.63269
3,18ss,137.414,165.26,218.158,5.39508,5.06401,4.30668
3,18ss,155.983,170.717,218.982,6.72304,1.79438,2.71784
3,18ss,146.938,160.729,220.088,3.56548,5.17107,6.40324
3,18ss,142.184,168.782,219.208,1.31848,5.52579,5.11043
3,18ss,139.764,176.464,219.477,1.94269,1.87496,3.08401
3,18ss,140.125,181.915,220.292,1.66054,2.1366,2.57641
3,18ss,146.812,174.641,220.093,5.01826,1.83644,3.24414
3,18ss,163.322,160.562,218.394,4.13627,2.15877,3.4471
3,18ss,107.407,183.936,214.6,1.07358,1.48274,2.57842
3,18ss,113.135,183.576,214.359,1.10058,1.63539,2.25695
3,18ss,153.249,32.0484,226.477,2.35182,2.00204,5.19171
3,18ss,103.33,48.0943,223.385,3.52591,2.14731,4.62544
3,18ss,105.963,41.3949,223.449,3.3868,2.31174,4.9721
3,18ss,107.708,57.5705,224.095,1.21018,2.83405,9.88201
3,18ss,112.575,35.8845,221.836,7.19159,2.34113,5.43291
3,18ss,130.189,54.5829,223.3,6.44058,3.07824,20.8381
3,18ss,120.583,36.5943,221.664,3.85141,2.23526,5.31764
3,18ss,119.185,48.6986,223.251,2.23418,2.35367,9.36255
3,18ss,127.828,36.3216,224.404,3.94983,2.44163,5.64314
3,18ss,109.259,44.5464,225.217,3.86051,2.26551,5.08229
3,18ss,108.722,53.7863,227.884,1.25471,3.18281,9.85467
3,18ss,143.941,33.9724,221.53,4.97919,2.31365,5.09288
3,18ss,146.296,42.1118,221.354,6.31119,3.9338,23.1435
3,18ss,152.706,55.9058,220.774,5.05076,6.44861,21.1827
3,18ss,141.485,36.3802,221.993,3.61031,2.3076,6.42927
3,18ss,133.732,35.129,222.914,3.65268,2.26609,5.55873
3,18ss,141.639,53.4526,223.979,5.53093,7.09554,19.5249
3,18ss,155.358,42.4921,224.758,5.91305,6.54274,36.1125
3,18ss,155.797,50.8349,225.862,4.313,7.27408,40.0225
3,18ss,146.051,35.3132,225.625,4.37541,2.34778,6.32846
3,18ss,139.768,46.109,227.701,9.93516,2.98174,14.385
3,18ss,149.318,47.2607,227.444,7.23238,8.76595,31.2517
3,18ss,172.974,53.518,221.485,5.80393,9.21471,35.7848
3,18ss,167.328,42.7039,222.726,3.9278,2.36218,5.43026
3,18ss,159.279,55.4145,224.057,7.27653,9.93848,40.3543
3,18ss,157.932,38.123,224.535,3.02277,2.41305,6.16114
3,18ss,165.441,50.4537,223.734,6.82573,7.23044,34.2917
3,18ss,173.362,46.3453,224.717,3.8107,2.13939,5.23112
3,18ss,177.241,48.9897,225.129,3.39874,2.42391,5.2744
3,18ss,180.298,46.3782,226.419,2.22495,2.06362,4.48114
3,18ss,169.571,57.1934,225.161,8.72029,6.12689,45.8255
3,18ss,184.356,58.3059,222.37,5.60989,2.2063,5.83081
3,18ss,183.529,49.3286,224.526,1.77994,1.93273,4.58955
3,18ss,102.087,71.4951,225.057,1.40268,8.382,14.3136
3,18ss,106.154,78.9024,224.187,1.609,8.93623,20.2458
3,18ss,108.33,68.3724,224.754,2.302,3.48601,17.6167
3,18ss,101.912,80.0058,225.425,1.69841,9.22677,24.6721
3,18ss,101.653,63.0931,227.22,1.23447,4.43275,11.0086
3,18ss,131.141,71.5471,223.307,8.77829,6.34481,30.4639
3,18ss,116.79,58.6399,223.628,5.04889,3.37801,12.9814
3,18ss,125.567,65.3697,223.937,10.7857,4.20996,26.6643
3,18ss,116.792,71.7437,223.199,4.88745,8.3517,28.7562
3,18ss,124.605,74.1594,224.433,12.3229,5.40734,29.5246
3,18ss,184.942,111.392,213.766,6.3572,5.48771,24.2718
3,18ss,187.954,115.397,216.329,4.55244,6.14758,29.7565
3,18ss,197.165,119.793,215.74,3.51005,1.3298,2.97255
3,18ss,105.556,148.823,208.955,2.55796,4.65795,2.60263
3,18ss,103.449,154.438,212.439,3.62901,4.18497,2.39682
3,18ss,106.183,136.667,212.022,4.50822,3.62581,3.45491
3,18ss,104.652,158.404,212.775,2.56743,3.96715,2.76546
3,18ss,120.093,153.05,210.616,4.05374,3.84474,2.66394
3,18ss,124.09,149.015,210.301,4.63671,2.98217,2.84511
3,18ss,110.404,151.028,211.658,4.18111,3.90469,2.9
3,18ss,132.511,152.842,211.634,6.12099,3.20544,2.71522
3,18ss,113.843,135.908,212.055,5.94209,3.03766,2.70292
3,18ss,129.735,140.43,212.293,11.2757,6.31647,3.57782
3,18ss,121.01,137.23,213.072,6.24149,3.81499,2.96597
3,18ss,117.35,140.558,214.051,7.84114,3.12602,3.2771
3,18ss,114.184,147.232,214.943,4.48805,3.95107,3.04539
3,18ss,124.988,153.242,214.813,5.05877,3.63237,3.14081
3,18ss,113.841,141.706,215.266,7.32627,4.79463,3.40078
3,18ss,124.729,146.322,214.234,6.88336,3.92621,3.11233
3,18ss,145.342,146.392,210.398,2.79886,3.82291,3.23738
3,18ss,141.344,135.611,208.736,5.97931,4.27121,4.54636
3,18ss,139.653,140.927,210.267,4.44455,2.94155,3.39926
3,18ss,149.917,136.24,210.137,5.27369,3.18642,4.64107
3,18ss,134.224,145.004,211.57,8.46431,3.82316,3.24742
3,18ss,157.951,148.397,212.032,3.74995,5.05385,9.14694
3,18ss,146.219,151.503,211.979,5.17198,2.35956,2.5156
3,18ss,133.811,139.809,213.234,9.02372,3.79347,4.4992
3,18ss,155.555,135.783,212.176,5.11558,4.53072,6.90567
3,18ss,142.221,146.786,214.33,3.19919,5.13629,3.38817
3,18ss,133.087,157.595,213.822,4.29712,4.1789,3.2781
3,18ss,148.665,145.673,214.955,4.16858,4.36242,3.53313
3,18ss,140.404,154.071,215.308,4.37133,4.67807,5.00145
3,18ss,151.279,151.665,214.297,3.97803,6.47928,4.72133
3,18ss,165.516,154.422,210.642,1.7498,2.09032,3.97762
3,18ss,159.174,156.268,211.945,2.12686,3.57631,5.21209
3,18ss,160.748,144.088,213.05,4.37696,7.63628,11.3406
3,18ss,163.987,134.747,213.416,5.71626,5.6517,6.49633
3,18ss,174.275,138.151,214.297,1,2,31
3,18ss,179.873,146.548,214.48,2.19173,1.6588,2.96847
3,18ss,175.761,134.146,212.968,3.066,6.48867,17.3014
3,18ss,169.451,139.625,215.476,3.83522,5.92342,13.3372
3,18ss,182.559,144.281,213.919,2.33579,1.80224,3.15074
3,18ss,159.301,149.816,215.431,5.21364,7.46754,19.9149
3,18ss,175.95,150.304,215.3,2.2753,1.62649,3.23685
3,18ss,184.019,143.03,210.027,1.90179,1.77232,2.91964
3,18ss,183.949,139.78,211.683,1.91966,1.77378,3.2988
3,18ss,188.79,135.11,211.515,2.48161,1.28746,3.30133
3,18ss,104.897,162.494,212.084,3.08964,4.33034,2.68183
3,18ss,101.921,166.208,210.42,1.51963,3.41472,2.63865
3,18ss,99.689,160.149,213.315,2.81855,4.88023,3.04716
3,18ss,107.064,167.681,215.676,1.70897,3.78591,2.88039
3,18ss,101.298,172.608,215.896,1.13661,3.46374,3.22241
3,18ss,131.931,174.532,209.177,0.813953,2.46512,4.90698
3,18ss,109.404,159.468,211.474,1.70336,3.63899,2.50396
3,18ss,132.366,161.573,211.728,1.58276,3.88971,3.35115
3,18ss,113.564,180.857,211.02,0.734694,2.05937,3.07978
3,18ss,130.387,165.964,213.945,2.39698,5.53135,2.88998
3,18ss,113.503,162.952,214.887,2.51025,4.54127,2.87163
3,18ss,122.787,164.301,215.199,3.12342,6.10551,3.05713
3,18ss,118.445,162.571,213.426,3.41578,4.48276,2.72359
3,18ss,142.076,168.738,212.376,1.20588,2.7,3.21765
3,18ss,157.212,161.477,212.611,2.65765,2.26931,3.78862
3,18ss,135.841,160.609,214.569,2.92746,5.99847,3.4844
3,18ss,135.668,168.153,214.262,3.55172,4.165,3.47646
3,18ss,155.662,166.977,214.005,3.16476,1.80889,2.73079
3,18ss,146.897,169.478,214.405,1.33841,2.76689,3.05404
3,18ss,121.529,31.7455,217.204,0.940857,2.08466,4.54121
3,18ss,101.774,37.9065,217.751,6.26516,2.11686,4.93881
3,18ss,106.746,38.3359,221.409,4.06233,2.23594,5.23924
3,18ss,102.572,57.5831,220.009,0.945196,3.19164,7.48458
3,18ss,126.461,33.824,216.231,2.22176,1.98771,4.37913
3,18ss,112.334,37.3653,214.518,5.05914,1.98052,4.53229
3,18ss,123.567,36.2069,216.401,2.58935,2.12149,4.56409
3,18ss,122.744,47.308,216.501,1.70901,3.8135,13.7119
3,18ss,127.927,53.1207,216.662,3.43979,2.66772,18.1222
3,18ss,130.703,36.1503,217.025,2.61712,2.04816,4.93094
3,18ss,110.217,52.8196,217.072,1.31348,2.37488,10.0347
3,18ss,119.04,53.7411,219.798,2.55643,2.80669,13.3882
3,18ss,145.812,56.4005,215.703,4.20155,7.47436,26.4223
3,18ss,134.464,45.8549,214.804,3.70639,3.51225,27.4234
3,18ss,141.883,34.7013,216.172,5.41274,1.97828,4.9763
3,18ss,156.148,56.3426,217.326,4.11805,7.4248,25.6989
3,18ss,134.785,35.1384,217.583,3.88976,2.05689,5.4112
3,18ss,136.48,52.1564,218.983,3.46963,6.03515,32.9838
3,18ss,157.626,37.3973,219.106,5.60153,2.24282,5.31452
3,18ss,150.19,47.6648,218.975,6.16258,7.85818,28.4757
3,18ss,135.981,44.0893,220.986,8.1412,3.20639,14.063
3,18ss,143.907,47.5473,221.56,8.93439,5.0831,21.0271
3,18ss,175.007,48.7252,215.952,4.9928,2.36974,5.52735
3,18ss,165.672,52.7614,217.247,5.24414,7.95385,35.3664
3,18ss,182.486,54.3523,217.911,3.28118,2.04353,4.83031
3,18ss,158.429,47.2478,218.493,3.20035,8.071,37.7813
3,18ss,172.837,46.0937,218.963,4.48714,2.23225,4.97335
3,18ss,169.945,56.8324,220.032,5.09665,7.50584,40.9184
3,18ss,107.67,68.0431,215.837,2.26281,2.47553,9.56637
3,18ss,104.883,79.1681,216.498,1.3374,9.56841,15.7065
3,18ss,98.8681,77.0013,217.079,1.27527,5.22906,19.3799
3,18ss,115.455,82.8963,215.885,4.72245,7.13914,18.7032
3,18ss,129.687,65.5874,217.036,10.1801,4.41688,28.6222
3,18ss,126.896,58.9377,217.505,5.26969,4.1046,29.9365
3,18ss,119.898,61.5972,217.837,4.76971,2.71631,10.7145
3,18ss,111.681,66.6244,218.55,3.1792,5.55059,17.4582
3,18ss,121.726,72.2953,218.784,5.29737,6.88298,35.628
