no,stage,x,y,z,tbxta,sox2,tagln3b,cdh6
1,18ss,78.6049,58.6225,145.277,1.45963,20,4.94755,1.42367
1,18ss,77.3786,53.1863,146.823,1.75184,30,5.1621,1.37343
1,18ss,84.944,68.8043,146.642,2.00633,17,4.71466,1.4025
1,18ss,107.746,52.6026,141.058,1.93294,23,5.11089,1.53675
1,18ss,103.908,67.8169,141.799,1.9239,22,5.77435,1.47855
1,18ss,108.155,63.0622,142.121,3.12747,20,5.43551,1.7118
1,18ss,99.8625,49.2138,142.669,2.06548,18,5.30494,1.50586
1,18ss,104.329,55.0072,142.899,2.23616,16,6.68199,1.71117
1,18ss,100.973,58.8101,143.318,1.61424,24,5.50092,1.40291
1,18ss,97.542,62.7848,143.112,1.76932,21,5.73912,1.47365
1,18ss,93.9292,51.0316,144.491,3.41893,21,5.74615,1.48343
1,18ss,93.8683,70.3027,144.247,1.7601,19,5.36522,1.47862
1,18ss,88.0032,65.2408,129.966,2.13485,19,4.4377,1.21522
1,18ss,73.4814,49.5751,130.4,1.01852,17,4.20583,1.00388
1,18ss,72.275,58.793,131.53,1.21503,22,4.16183,0.976892
1,18ss,79.0897,57.0287,133.082,1.4628,25,4.56624,1.16177
1,18ss,81.1587,68.711,133.173,1.39209,18,4.55397,1.18537
1,18ss,113.048,63.7056,129.484,1.83544,18,5.65104,1.20532
1,18ss,107.576,48.4892,129.537,1.95461,18,4.95088,1.14374
1,18ss,101.247,53.6025,131.329,1.60862,19,4.7374,1.30116
1,18ss,105.304,65.5416,131.699,2.47806,20,4.86374,1.36938
1,18ss,94.969,50.4881,132.188,1.53023,20,4.30229,1.15579
1,18ss,110.647,54.6126,132.034,1.8265,21,4.80248,1.20851
1,18ss,98.5628,62.1942,133.934,1.88753,21,4.707,1.32563
1,18ss,128.975,55.7952,129.137,2.55731,17,5.4195,1.30706
1,18ss,119.609,62.202,129.864,1.40898,20,5.65579,1.17313
1,18ss,138.85,54.8185,131.327,1.96216,40,5.03518,1.67697
1,18ss,134.86,67.456,130.413,8.47873,209,7.74909,6.84329
1,18ss,125.588,60.1024,131.28,2.0732,42,5.53641,1.24018
1,18ss,126.744,69.9147,133.546,5.26076,89,8.41546,3.18447
1,18ss,119.826,50.9945,133.272,1.81783,18,7.3244,1.2678
1,18ss,135.515,52.7192,135.158,1.34972,19,4.86322,1.14008
1,18ss,135.414,62.2197,134.05,3.12651,71,5.76793,1.9932
1,18ss,149.841,61.785,128.594,1.14133,16,3.90547,0.971691
1,18ss,146.91,59.1549,127.895,1.43125,26,4.23535,1.23343
1,18ss,141.73,64.1656,133.209,2.40678,75,5.39839,1.85686
1,18ss,47.7063,85.3389,132.116,0.977964,23,4.69264,1.01467
1,18ss,69.9629,84.2362,130.497,1.26734,17,4.42388,1.14687
1,18ss,51.8293,86.3129,131.133,0.96024,50,3.90257,0.941474
1,18ss,65.5582,88.934,131.95,1.86917,19,4.64371,1.17618
1,18ss,58.652,71.5508,133.391,1.08394,16,4.2694,1.0099
1,18ss,62.3052,74.8431,132.742,1.62852,15,4.38356,1.16402
1,18ss,60.3773,91.5856,133.863,1.27129,20,4.54043,1.16246
1,18ss,66.3237,79.3847,134.785,1.1158,16,4.54082,1.00938
1,18ss,53.7196,77.4713,134.831,0.979001,16,4.17203,0.966586
1,18ss,77.031,88.0654,130.073,1.7847,15,4.53828,1.11193
1,18ss,82.0549,75.3755,130.774,1.61996,16,4.36968,1.06931
1,18ss,83.0149,89.2762,130.395,1.40358,17,4.7211,1.08846
1,18ss,88.7892,88.4002,131.802,1.64971,22,4.69691,1.1485
1,18ss,89.5473,70.8674,132.711,1.22039,16,4.52591,1.17065
1,18ss,79.1964,82.5274,132.655,1.78898,17,4.70118,1.16169
1,18ss,89.4041,78.0653,133.804,1.7331,19,5.0123,1.21261
1,18ss,93.0578,92.8177,133.63,1.63538,19,5.1457,1.1938
1,18ss,76.0232,76.602,134.732,1.39711,18,4.55416,1.11426
1,18ss,73.6494,88.7337,134.398,1.43606,17,4.87817,1.12338
1,18ss,95.1096,81.3119,130.857,1.58237,18,4.64138,1.19961
1,18ss,96.8616,89.9599,130.696,1.655,17,4.79973,1.12125
1,18ss,97.5978,73.9202,131.902,1.48918,20,4.5162,1.16599
1,18ss,110.964,70.269,132.506,2.04465,17,5.09769,1.33847
1,18ss,102.466,75.7139,133.13,1.75158,22,4.83607,1.2707
1,18ss,104.865,83.1326,133.49,2.1925,20,5.00025,1.35145
1,18ss,129.61,92.9829,129.704,4.61044,129,5.37476,3.25424
1,18ss,126.863,79.8707,129.975,9.5812,62,6.72484,3.96299
1,18ss,132.295,80.0278,131.055,5.10813,174,6.4294,5.83455
1,18ss,116.973,93.2619,130.442,2.21275,146,5.77445,3.07241
1,18ss,122.11,84.0528,132.21,3.83937,120,6.44235,4.02
1,18ss,119.682,77.1033,131.979,2.03738,23,5.59758,1.5917
1,18ss,136.685,79.9966,133.961,6.47674,241,8.11942,11.1217
1,18ss,130.429,71.8694,134.791,3.6748,150,7.90031,6.54286
1,18ss,143.888,90.0112,128.621,5.8787,101,6.51804,4.11152
1,18ss,141.049,73.8074,129.738,3.54861,144,7.10863,7.68879
1,18ss,155.448,92.3151,129.492,1.14658,17,4.86062,1.15494
1,18ss,149.766,80.8672,130.627,2.08735,56,5.02077,1.66814
1,18ss,146.379,73.7746,132.198,1.55625,82,4.78768,1.91317
1,18ss,46.0996,97.9359,134.164,1.03845,16,4.08581,0.948146
1,18ss,57.876,98.5746,126.976,1.10363,16,3.65808,0.836654
1,18ss,49.312,104.559,130.549,0.821193,14,3.69507,0.920575
1,18ss,60.545,102.032,132.028,1.06449,17,3.89618,0.883639
1,18ss,69.2365,93.6122,132.482,1.26474,21,4.51336,1.04599
1,18ss,50.762,95.0273,133.553,1.16538,16,4.04174,0.971263
1,18ss,65.2583,102.642,133.7,1.17611,21,4.24201,0.975277
1,18ss,91.0714,105.229,130.27,1.37977,56,6.16584,2.33116
1,18ss,77.8358,110.032,129.757,1.04618,73,5.01054,2.4398
1,18ss,84.4452,112.034,129.912,1.09808,71,5.03856,2.61018
1,18ss,90.3006,113.951,130.654,1.05287,140,5.09702,3.34986
1,18ss,84.2949,105.739,131.252,1.13743,51,6.53853,1.71369
1,18ss,75.075,98.2953,132.598,1.3711,17,4.45353,1.01216
1,18ss,80.4847,98.773,133.148,1.71715,18,4.66094,1.18677
1,18ss,70.7398,101.291,133.966,1.4883,19,4.58278,1.0896
1,18ss,108.501,103.576,129.783,1.61387,113,5.80549,4.36298
1,18ss,108.708,113.823,128.688,1.43393,114,5.31641,3.99882
1,18ss,105.63,97.2927,129.634,2.64146,110,5.59354,3.23605
1,18ss,110.101,98.6552,131.528,2.24739,66,5.86499,3.76131
1,18ss,99.8694,96.9677,130.964,3.06962,67,5.10542,2.63799
1,18ss,110.784,93.7427,131.85,1.59565,135,6.02409,3.84656
1,18ss,95.9713,105.501,132.45,1.48105,77,5.48171,2.76229
1,18ss,113.942,106.527,130.906,2.16657,116,5.86422,4.12418
1,18ss,112.569,113.726,132.683,1.95663,69,6.56933,5.84934
1,18ss,106.076,105.785,134.351,2.59988,112,6.80437,5.72382
1,18ss,113.395,98.9342,133.242,2.03552,111,6.38136,4.66529
1,18ss,113.358,105.684,135.533,3.4826,254,7.41054,6.83409
1,18ss,137.458,112.588,129.331,5.95671,116,5.51638,4.54596
1,18ss,123.639,101.151,131.127,2.72927,126,5.49872,3.77409
1,18ss,127.852,97.6491,132.066,7.25274,51,5.31417,2.93402
1,18ss,138.085,97.6347,132.395,6.78292,153,6.11662,5.88974
1,18ss,125.931,95.0228,133.733,4.10099,81,6.03299,4.09243
1,18ss,120.861,106.133,133.479,2.09545,117,5.73641,4.55775
1,18ss,132.845,109.907,134.313,5.41494,126,6.79633,6.6595
1,18ss,119.935,114.808,134.387,3.8174,156,6.4731,6.62999
1,18ss,149.337,95.5009,129.056,2.46197,33,5.38972,1.44306
1,18ss,148.369,111.068,132.597,1.36707,22,5.32904,1.4244
1,18ss,144.703,104.661,133.024,1.85074,105,5.23785,1.55128
1,18ss,144.13,93.606,134.526,1.98405,41,5.98558,1.84983
1,18ss,53.5256,130.165,130.031,0.969813,135,4.55795,2.64558
1,18ss,56.5487,117.783,130.013,1.00377,88,4.73572,2.67685
1,18ss,59.967,127.764,129.27,0.871053,58,4.18398,2.09977
1,18ss,65.4488,135.258,130.805,1.073,60,4.58273,2.21473
1,18ss,61.6401,116.926,130.894,0.975861,85,4.74313,2.45207
1,18ss,59.814,137.343,130.907,1.08284,93,4.66916,2.61529
1,18ss,48.5736,124.772,132.202,1.05313,101,5.10801,3.92231
1,18ss,51.977,117.057,132.355,1.00114,69,4.79552,2.48914
1,18ss,62.5871,126.045,134.35,1.01924,96,5.11009,3.52032
1,18ss,77.4683,135.479,128.769,1.03109,80,4.4182,2.55733
1,18ss,81.9522,130.077,130.161,0.971699,135,4.48324,3.49758
1,18ss,70.747,124.95,129.924,0.952199,55,5.14308,3.92015
1,18ss,82.0524,117.872,130.401,1.06272,92,5.07415,2.58231
1,18ss,88.2326,136.292,133.662,1.8412,55,5.314,5.48798
1,18ss,89.3917,119.893,133.499,1.21267,90,5.31516,4.17071
1,18ss,85.0475,131.837,134.371,1.11128,56,4.78628,4.28688
1,18ss,76.9038,118.549,134.003,1.08612,83,5.47769,2.38646
1,18ss,72.0317,120.284,134.675,1.1422,60,5.68875,4.46971
1,18ss,97.4366,131.553,129.37,1.11893,49,4.18458,3.25576
1,18ss,103.113,130.028,131.671,1.36701,59,4.61174,3.38476
1,18ss,98.3864,121.58,131.835,1.21728,73,4.91944,2.94805
1,18ss,94.6914,129.572,131.115,1.28061,47,4.21038,2.60182
1,18ss,115.318,124.314,133.95,2.70928,96,5.3387,4.77797
1,18ss,102.359,118.774,134.495,1.1728,69,5.33671,3.96202
1,18ss,129.818,126.694,129.943,7.65145,108,5.72878,5.60135
1,18ss,135.488,123.035,130.825,4.06766,184,6.40684,6.75351
1,18ss,124.165,120.154,132.272,2.41062,110,5.58658,4.57577
1,18ss,125.133,135.47,133.705,2.78371,86,4.78802,3.0019
1,18ss,139.066,127.678,133.365,1.27227,37,4.81641,1.67578
1,18ss,119.281,134.442,132.726,2.42058,137,4.94145,4.15859
1,18ss,138.52,125.267,133.971,1.35291,51,4.79821,1.86265
1,18ss,126.768,127.357,135.249,4.3977,247,5.53613,3.52053
1,18ss,145.443,125.426,132.599,0.908428,22,4.32158,1.09019
1,18ss,45.3358,147.08,129.624,1.53434,94,5.49466,4.82526
1,18ss,48.1682,147.248,134.707,1.40332,190,6.53014,7.66279
1,18ss,52.2284,158.086,131.43,1.23555,69,6.80799,7.49896
1,18ss,60.3056,143.787,132.414,1.08586,82,5.33708,4.97863
1,18ss,54.7736,149.858,131.959,1.3504,110,6.60287,8.40243
1,18ss,70.2486,157.142,134.406,2.37242,62,5.05595,4.56758
1,18ss,59.8065,157.919,134.56,1.26886,126,6.67009,8.25467
1,18ss,71.5105,143.012,131.329,1.13289,128,4.96513,4.80815
1,18ss,79.7708,140.255,132.357,1.22665,83,4.90225,3.74378
1,18ss,86.1703,144.735,131.927,1.06223,44,4.80828,4.57094
1,18ss,87.7431,158.96,133.344,3.16953,88,4.72304,5.22857
1,18ss,75.8982,153.654,133.824,1.6749,61,4.70943,4.37198
1,18ss,106.441,156.501,129.789,0.953452,19,5.90831,8.76276
1,18ss,101.242,155.033,131.07,1.25393,24,4.72033,5.02809
1,18ss,96.3658,144.241,129.494,1.38677,58,5.05154,5.73843
1,18ss,103.92,142.857,132.326,1.63324,33,4.82319,4.7033
1,18ss,94.3676,153.65,132.824,1.42272,25,4.79103,4.91688
1,18ss,112.024,157.598,133.777,0.656964,14,3.34,1.03356
1,18ss,113.643,140.562,135.01,2.05732,80,5.29945,5.31989
1,18ss,118.902,139.09,127.932,1.66309,50,4.26722,2.95965
1,18ss,124.553,145.625,130.674,0.836764,15,3.61551,1.02954
1,18ss,136.599,140.238,129.979,0.787077,38,3.64055,0.963214
1,18ss,130.257,137.428,134.039,1.33014,33,4.65456,1.34496
1,18ss,67.5758,163.099,130.502,0.942568,47,5.40614,6.44778
1,18ss,62.0694,176.577,130.079,0.868268,16,3.99104,1.23577
1,18ss,54.7819,164.472,132.065,1.22012,89,7.42747,8.87732
1,18ss,59.9603,170.078,133.397,1.09018,59,7.04066,10.4139
1,18ss,70.9916,173.502,134.148,0.77641,20,3.49529,1.25597
1,18ss,72.819,169.16,130.611,1.0189,54,4.7257,5.46154
1,18ss,79.0805,174.303,131.066,0.644301,11,2.95404,0.723346
1,18ss,81.4862,165.731,131.141,1.03537,59,4.14459,4.39862
1,18ss,91.4731,168.376,134.509,0.422778,11,2.70835,0.62217
1,18ss,106.233,162.319,131.188,0.36309,11,2.61545,0.790558
1,18ss,47.3244,25.86,136.803,0.730429,17,3.30925,0.874842
1,18ss,71.1435,26.363,135.677,1.01507,17,4.22777,1.05928
1,18ss,79.4508,25.6867,136.046,1.19785,22,4.48757,1.19111
1,18ss,61.7445,35.6178,136.002,1.17624,17,4.33949,0.978889
1,18ss,54.4061,38.8198,136.887,0.889294,25,4.00031,0.902938
1,18ss,68.5257,40.7818,136.265,1.02366,39,4.49256,1.0985
1,18ss,64.8982,28.7796,136.582,0.939573,16,3.94992,0.931122
1,18ss,61.7047,41.9654,137.119,0.902426,17,4.04795,1.01386
1,18ss,48.6891,42.5601,138.995,0.809162,18,3.92802,1.02105
1,18ss,55.4642,30.9196,141.014,0.846222,19,3.98058,0.9134
1,18ss,78.9876,45.2594,135.34,1.17497,78,4.24404,1.1029
1,18ss,86.121,43.1745,137.961,1.82374,17,4.77734,1.26581
1,18ss,91.753,28.7116,138.574,1.20052,22,5.08553,1.29994
1,18ss,80.5863,37.4277,138.242,1.36404,28,5.02165,1.28456
1,18ss,73.3557,47.4112,139.609,1.14179,16,4.40886,1.18999
1,18ss,71.482,34.3696,140.432,1.21157,45,4.29746,1.17688
1,18ss,100.005,29.6017,135.917,1.25968,18,4.45436,1.06195
1,18ss,115.363,45.9085,136.301,2.1837,20,6.79246,1.38263
1,18ss,108.907,42.5535,135.673,1.9567,27,4.79264,1.24252
1,18ss,96.228,36.1205,137.128,1.1986,35,4.60317,1.07934
1,18ss,96.8694,43.2487,138.522,2.83549,19,4.88465,1.42574
1,18ss,107.17,47.1303,137.461,1.98154,18,4.92184,1.35159
1,18ss,108.577,34.954,137.908,1.21057,21,5.35057,1.19521
1,18ss,102.455,41.9804,140.619,2.339,19,5.13025,1.50815
1,18ss,119.048,39.3062,134.9,1.12717,34,4.87475,1.1491
1,18ss,47.6284,62.6558,139.228,0.918022,18,4.14601,0.941653
1,18ss,49.9009,50.6839,136.428,0.883147,16,3.78184,0.973614
1,18ss,65.1528,53.6342,136.959,1.08964,18,4.14676,1.06397
1,18ss,51.6258,56.5598,137.265,0.919474,19,4.25719,0.958928
1,18ss,53.3454,63.8815,138.151,1.13266,17,4.3081,1.03705
1,18ss,62.8871,69.612,138.447,1.4915,17,4.67549,1.10049
1,18ss,56.2471,51.6695,138.498,1.02034,16,4.19827,1.00068
1,18ss,66.6253,65.1376,141.814,1.11606,21,4.46623,1.20764
1,18ss,61.04,57.7757,140.286,1.17047,18,4.70425,1.10462
1,18ss,82.966,61.1161,136.308,1.23859,19,4.52904,1.13506
1,18ss,92.0502,63.107,135.599,1.19793,17,4.90491,1.244
1,18ss,87.8416,56.5652,136.445,1.20477,18,4.46357,1.13554
1,18ss,75.8585,62.7225,136.648,1.29886,19,4.3859,1.17815
1,18ss,84.8836,50.3868,136.762,2.10314,24,4.36494,1.17186
1,18ss,79.7138,51.0399,139.996,1.99222,50,4.66738,1.3074
1,18ss,74.3495,55.552,139.774,1.13167,17,4.52595,1.24996
1,18ss,92.6117,53.1674,139.151,2.02019,22,5.07118,1.43561
1,18ss,87.8343,64.7387,141.011,1.37379,28,4.8215,1.25986
1,18ss,92.1536,68.34,140.493,1.50199,20,5.18491,1.25622
1,18ss,94.201,66.9964,135.71,1.41305,32,5.10476,1.19278
1,18ss,108.249,59.0192,137.77,2.05622,18,5.14111,1.39375
1,18ss,99.6504,54.9193,138.826,1.89707,19,5.33732,1.43925
1,18ss,108.358,69.7171,139.725,2.04944,22,6.15909,1.51234
1,18ss,112.837,51.5846,139.524,1.38125,26,5.18198,1.41346
1,18ss,95.2139,68.9465,128.983,1.20687,15,4.42772,1.02441
1,18ss,132.659,69.9885,123.712,5.53796,80,5.51333,2.35112
1,18ss,138.389,54.8445,123.239,5.97766,77,7.57523,5.84636
1,18ss,119.003,66.219,124.742,1.85773,16,4.82599,1.07248
1,18ss,127.583,63.4782,125.858,5.48379,16,6.83886,1.45655
1,18ss,116.415,71.0203,125.725,1.86847,19,5.02676,1.26573
1,18ss,123.789,50.0182,127.586,1.65869,16,6.36984,0.951405
1,18ss,116.32,53.4705,127.302,5.43839,75,7.90057,2.38838
1,18ss,134.789,60.8309,127.095,6.82884,92,6.27305,2.56282
1,18ss,141.653,60.5417,122.021,7.53179,98,5.52317,4.08912
1,18ss,145.689,56.2331,123.428,2.60709,27,4.24197,1.30424
1,18ss,150.382,69.4016,125.203,1.61586,16,4.16569,0.979474
1,18ss,140.765,66.0574,127.777,8.01641,139,6.37357,4.24231
1,18ss,59.6436,74.9867,123.498,1.28632,14,3.87704,0.92746
1,18ss,66.4269,81.2094,123.761,1.08994,15,4.16591,0.963972
1,18ss,49.2852,88.0914,123.37,0.948366,14,3.548,0.873815
1,18ss,54.9029,86.3713,125.401,0.92296,15,3.62771,0.858071
1,18ss,63.6028,85.8896,126.019,1.73828,20,4.49782,1.11362
1,18ss,57.287,71.1604,126.427,0.919985,18,3.64146,0.920558
1,18ss,54.6792,79.3304,127.344,0.996551,15,3.90448,0.88264
1,18ss,61.5924,80.2724,127.654,1.34501,29,4.15499,0.969858
1,18ss,51.041,74.2736,128.814,1.21638,16,3.96933,0.835086
1,18ss,67.6575,74.8324,128.167,1.25744,14,4.00799,0.982595
1,18ss,59.0586,87.375,129.003,1.27931,17,4.26575,1.06544
1,18ss,90.6971,82.8843,123.774,1.55204,16,4.34012,1.00777
1,18ss,85.2116,88.6783,124.678,2.17279,16,4.54088,1.03239
1,18ss,84.9312,79.251,125.085,3.08876,31,4.20373,1.14204
1,18ss,72.8148,81.7912,125.863,1.29954,17,4.05831,1.04533
1,18ss,83.8671,72.128,126.151,1.6971,20,4.27349,1.15761
1,18ss,91.266,91.935,126.494,1.98215,20,4.25157,1.05261
1,18ss,76.219,74.2856,126.901,1.07948,14,4.11069,0.955656
1,18ss,93.1782,76.7077,126.599,2.09876,20,4.36266,1.0854
1,18ss,79.2072,81.9958,126.684,2.16838,18,4.40652,1.0956
1,18ss,74.259,92.739,128.753,1.65528,17,4.16034,0.998111
1,18ss,112.863,74.6717,123.436,1.73232,18,4.54206,1.11325
1,18ss,103.982,78.3046,124.524,1.90677,18,4.55547,1.17514
1,18ss,95.6373,89.517,124.018,1.82261,17,4.68517,1.02631
1,18ss,108.056,82.3689,127.243,3.24273,16,4.61038,1.29945
1,18ss,101.225,72.3034,127.663,2.81761,16,4.21401,1.14677
1,18ss,101.068,85.0377,127.21,1.72401,18,4.68683,1.06742
1,18ss,113.488,88.4197,127.51,2.10357,91,5.9036,3.64552
1,18ss,113.257,77.4681,128.915,1.64236,17,6.53178,1.29204
1,18ss,105.296,92.1505,128.077,1.98804,92,5.92511,4.35799
1,18ss,137.591,73.0233,124.955,6.37907,90,5.83234,2.85107
1,18ss,138.228,79.2739,125.594,7.34026,160,5.38625,3.90512
1,18ss,138.561,89.3052,124.706,6.25229,114,5.25327,3.43359
1,18ss,124.164,84.104,125.435,8.34373,196,6.24675,5.04355
1,18ss,131.82,85.9758,125.99,4.64939,106,5.26892,3.02056
1,18ss,129.938,75.9077,127.381,4.13651,100,6.72653,6.5788
1,18ss,121.089,88.9298,128.359,2.82245,72,6.00478,3.84412
1,18ss,124.352,72.0663,128.995,2.62534,54,5.94888,1.70032
1,18ss,144.499,76.324,123.134,6.99066,59,5.32566,3.72614
1,18ss,144.461,83.995,128.826,5.98404,142,6.10003,4.48334
1,18ss,152.25,88.5106,129.369,1.85503,49,5.19588,1.86258
1,18ss,67.9055,95.9876,123.803,1.47229,20,3.8752,0.84851
1,18ss,57.4432,98.8152,123.548,1.11736,23,3.80703,0.773745
1,18ss,69.5201,111.239,124.794,0.855756,46,4.1298,1.61251
1,18ss,55.4007,114.997,124.321,0.868587,75,4.05314,2.06814
1,18ss,66.9671,101.056,126.487,1.72903,16,3.87243,0.971498
1,18ss,58.1265,108.758,126.466,0.855652,44,3.49123,0.940373
1,18ss,62.641,96.4158,125.293,1.1108,17,3.78856,0.859222
1,18ss,47.7548,97.8248,127.965,0.917649,14,3.70936,0.820607
1,18ss,50.1341,112.452,127.592,0.919246,39,4.41731,3.16755
1,18ss,53.0084,99.5084,127.806,1.01612,17,4.00811,0.834381
1,18ss,64.7368,112.442,128.444,0.929977,31,5.27471,1.88946
1,18ss,85.6498,102.812,121.276,1.10572,75,4.09837,1.21138
1,18ss,75.6006,103.428,122.671,1.33186,16,3.80326,0.943305
1,18ss,73.6527,98.0129,124.115,1.58924,19,3.93166,0.912755
1,18ss,85.0396,115.641,122.381,0.900214,98,4.22695,2.46893
1,18ss,80.3353,94.4268,125.561,1.76271,18,4.18601,1.00114
1,18ss,77.4314,104.981,127.015,1.38915,79,4.91497,1.57874
1,18ss,87.1098,95.8924,128.863,1.42835,19,4.5771,1.0963
1,18ss,111.698,93.3647,123.387,1.61756,94,4.75039,1.55021
1,18ss,107.977,107.732,122.949,1.05495,66,4.33615,1.80745
1,18ss,109.001,115.089,122.986,1.03227,33,4.40434,1.95536
1,18ss,98.8216,100.233,125.587,1.28509,58,5.02541,2.46372
1,18ss,112.979,110.25,126.454,1.40602,233,4.80457,2.47044
1,18ss,96.4842,104.535,126.379,1.16354,100,4.68102,2.27813
1,18ss,101.864,109.924,129.132,1.82174,169,5.44491,3.31072
1,18ss,126.599,104.357,122.929,2.24009,67,4.81901,2.71202
1,18ss,131.553,105.86,124.009,2.67817,92,5.60218,4.85805
1,18ss,120.045,95.7401,124.501,1.94302,94,5.17206,2.37082
1,18ss,118.346,103.545,123.252,1.80308,139,4.90843,2.48366
1,18ss,126.328,110,124.717,2.20448,153,5.40106,4.48557
1,18ss,135.283,100.146,126.536,8.17045,139,5.56695,5.29886
1,18ss,132.138,111.776,127.935,4.34942,106,5.70559,5.27366
1,18ss,146.898,94.8073,123.414,9.16768,147,5.6418,3.44352
1,18ss,142.963,100.971,124.9,6.37513,111,5.52315,4.55164
1,18ss,150.614,112.913,124.559,1.31842,70,4.74246,1.23664
1,18ss,152.835,103.657,124.993,1.34068,33,4.73292,1.27608
1,18ss,140.084,107.178,128.087,4.24843,218,5.53663,3.25509
1,18ss,148.912,99.7962,128.557,3.00854,32,5.51699,1.55915
1,18ss,69.63,130.065,123.006,0.750592,67,3.68583,1.68888
1,18ss,66.8512,120.9,123.948,0.808941,72,4.03162,2.10902
1,18ss,53.9147,134.306,124.483,0.847112,49,4.14315,1.93783
1,18ss,62.1208,121.313,125.909,0.908356,106,4.31768,2.61837
1,18ss,48.6022,121.355,126.184,0.908599,60,4.52809,2.83275
1,18ss,55.3766,124.985,127.103,0.93378,55,4.51578,2.91262
1,18ss,67.2264,114.946,127.385,0.836661,45,4.32827,1.88036
1,18ss,68.9543,131.131,128.37,0.846323,54,4.16321,2.49658
1,18ss,91.4453,137.274,123.516,0.796477,36,3.70933,2.54117
1,18ss,82.7497,134.412,124.19,0.839057,47,3.77516,2.25756
1,18ss,88.2588,128.698,124.707,0.760721,48,3.75107,2.06774
1,18ss,73.0993,123.364,125.429,0.94062,55,4.58226,2.69848
1,18ss,90.5078,119.004,125.718,0.843107,66,4.38437,2.59198
1,18ss,83.1397,122.298,125.696,0.830651,53,4.35657,2.45894
1,18ss,78.1772,125.67,127.522,0.992295,61,4.39088,2.23015
1,18ss,73.3789,114.765,126.742,0.92037,65,4.29379,1.91273
1,18ss,101.347,127.818,123.318,0.814309,50,3.86195,2.01703
1,18ss,96.6244,120.023,123.929,0.846876,60,4.16714,2.40498
1,18ss,102.594,116.429,124.459,0.987015,77,4.55896,3.01657
1,18ss,98.9864,134.592,124.487,0.843028,47,3.7462,2.70073
1,18ss,107.499,128.234,127.124,1.42036,84,4.27049,2.54923
1,18ss,111.189,122.575,127.371,1.0342,112,4.73972,3.04034
1,18ss,111.796,137.488,127.065,1.07418,42,4.16977,3.14027
1,18ss,97.0841,115.712,129.398,1.16795,58,4.67794,2.23557
1,18ss,124.224,125.283,123.464,1.84658,65,4.88712,3.80403
1,18ss,117.104,133.225,123.677,1.05714,82,4.08484,2.861
1,18ss,134.924,126.973,124.66,4.47892,92,5.4933,5.97995
1,18ss,137.182,120.346,124.376,8.0654,124,6.1505,5.13516
1,18ss,121.151,114.892,125.702,2.57112,165,5.16572,3.47558
1,18ss,126.444,136.651,125.711,3.50219,69,4.66236,3.87263
1,18ss,129.207,120.971,126.275,3.74503,68,5.2026,4.19276
1,18ss,121.836,127.982,127.111,3.09739,93,4.79535,3.63604
1,18ss,131.79,133.819,127.153,4.79123,147,5.07339,4.8488
1,18ss,142.045,116.474,124.671,7.64065,108,5.87513,5.55088
1,18ss,140.961,129.935,125.291,1.21609,48,4.28819,1.40335
1,18ss,147.276,119.87,125.008,1.31872,20,4.64757,1.25345
1,18ss,45.6959,150.863,123.196,1.38585,108,4.97743,4.76925
1,18ss,46.0886,141.129,127.536,1.09603,81,5.24915,4.52975
1,18ss,46.5235,156.312,127.396,1.42741,205,6.19938,7.29085
1,18ss,61.3492,155.704,123.356,0.991932,126,4.39577,3.2222
1,18ss,62.9226,147.225,124.644,0.906792,52,4.2743,2.70843
1,18ss,59.5285,152.524,125.374,1.12058,78,5.12254,4.68433
1,18ss,68.5048,150.501,127.43,1.13766,105,4.69573,3.82279
1,18ss,55.8668,141.525,128.058,1.32216,123,4.96441,3.91036
1,18ss,58.307,156.747,127.082,1.08138,87,5.57074,5.99903
1,18ss,73.8402,140.7,125.513,1.08095,57,4.21012,3.23291
1,18ss,87.4842,143.871,124.868,0.860771,97,3.82062,2.89979
1,18ss,73.6728,152.736,125.895,0.82641,63,4.1178,3.80862
1,18ss,93.5676,149.311,126.708,1.02194,27,4.289,3.92775
1,18ss,87.8754,154.789,127.526,0.888658,41,3.69469,2.9196
1,18ss,78.3463,151.168,127.994,1.01936,71,4.17492,3.55185
1,18ss,80.2094,158.447,128.146,1.04964,65,4.32135,4.24421
1,18ss,109.37,142.921,125.445,1.22501,41,4.30303,4.12232
1,18ss,112.298,153.774,125.722,1.22514,64,5.33178,7.64994
1,18ss,101.575,147.225,127.152,1.04007,36,4.16936,4.18426
1,18ss,102.154,141.37,126.549,1.02599,24,3.78179,2.68507
1,18ss,96.384,140.885,127.032,0.930495,37,4.50437,4.60535
1,18ss,112.602,145.496,128.027,2.16555,55,4.62562,4.8943
1,18ss,114.384,158.809,128.653,0.510251,16,2.79746,0.72333
1,18ss,122.958,150.948,124.684,0.610726,12,3.05669,1.08259
1,18ss,132.435,143.438,123.621,0.759277,15,3.43393,0.87592
1,18ss,120.697,154.003,123.203,0.545821,12,2.77193,0.767508
1,18ss,117.369,147.902,125.273,2.00894,58,5.02454,5.94405
1,18ss,64.3735,160.226,124.581,0.822099,68,4.49017,4.40459
1,18ss,57.7298,164.41,124.705,0.945451,94,5.58324,6.6899
1,18ss,51.0379,168.539,126.025,1.08411,11,5.30841,5.58879
1,18ss,65.4631,172.313,127.138,0.902554,43,6.86895,8.30251
1,18ss,55.0117,171.499,130.179,1.17933,14,6.52761,7.74233
1,18ss,84.8369,167.007,123.297,0.983968,25,3.32478,2.81026
